@info
{
    "table":{
        "name":"gold",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"video_games",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbId",
                "type":"INTEGER"
            },
            {
                "name":"MobyGamesId",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbName",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesName",
                "type":"TEXT"
            },
            {
                "name":"theGamesDbDate",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesDate",
                "type":"TEXT"
            },
            {
                "name":"label",
                "type":"INTEGER"
            }
        ]
    }
}

@data
pairID:INTEGER,theGamesDbId:INTEGER,MobyGamesId:INTEGER,theGamesDbName:TEXT,MobyGamesName:TEXT,theGamesDbDate:TEXT,MobyGamesDate:TEXT,label:INTEGER
684,2362,1425,"b""Red Johnson's Chronicles - One Against All""",b'Red Dead Redemption: Undead Nightmare',09/11/2012,11/23/2010,0
685,877,913,b'Operation Flashpoint: Dragon Rising',b'Dead Rising 2: Case 0',10/06/2009,08/31/2010,0
686,3021,3904,b'Disney Sing It: Party Hits',b'Disney Guilty Party',,08/31/2010,0
687,2066,6002,b'Marvel Pinball',b'Pinball Arcade Season One Pro Bundle',12/08/2010,05/21/2013,0
688,2225,1787,b'Ni no Kuni: Wrath of the White Witch',b'White Knight Chronicles II',01/22/2013,09/13/2011,0
689,1271,1180,b'Tomb Raider: The Final Hours Edition',b'Tomb Raider: Agility Skill',03/05/2013,03/12/2013,0
690,407,4973,"b""Fable III: Limited Collector's Edition""","b""Fable II (Limited Collector's Edition)""",10/26/2010,10/21/2008,0
691,1081,3855,b'Skylanders Giants Portal Owners Pack',"b""Skylanders: Spyro's Adventure - Dark Spyro""",10/21/2012,04/01/2012,0
692,1448,1241,b'Army of Two: The 40th Day',b'Army of Two',01/12/2010,03/04/2008,0
693,2815,6072,b'XCOM: Enemy Unknown',b'XCOM: Enemy Unknown',10/09/2012,10/09/2012,1
694,1385,2706,b'Yoostar 2: In the Movies',b'Attack of the Movies 3-D',03/08/2011,05/18/2010,0
695,666,706,b'Madagascar Kartz',b'Dreamworks Super Star Kartz',10/23/2009,11/15/2011,0
696,2323,5815,b'Railfan: Taiwan High Speed Rail',b'Need for Speed: The Run (Limited Edition) - GameStop.com Pre-Order Version',11/01/2007,11/15/2011,0
697,633,3377,b'LEGO Harry Potter: Years 1-4',b'Harry Potter and the Half-Blood Prince',06/29/2010,06/30/2009,0
698,660,1704,b'Lost Planet: Extreme Condition Colonies Edition',b'Resident Evil 5: Lost in Nightmares',05/27/2008,02/17/2010,0
699,826,267,b'NCAA March Madness 07',b'NCAA Basketball 09',01/17/2007,11/17/2008,0
700,2056,3977,b'Mahjong Dream C Club',b'Midnight Club 3: DUB Edition Remix',04/05/2012,12/19/2012,0
701,1877,198,b'Hail to the Chimp',b'Ride to Hell: Retribution',06/30/2008,06/25/2013,0
702,1498,824,b'Ben 10: Omniverse',b'NHL 10',11/13/2012,09/15/2009,0
703,876,6683,b'Operation Darkness',b'Operation Flashpoint: Dragon Rising',06/24/2008,10/06/2009,0
704,1544,1745,"b""Brothers in Arms: Hell's Highway""","b""Brothers in Arms: Hell's Highway (Limited Edition)""",09/23/2008,09/23/2008,1
705,1471,2512,b'Attouteki Yuugi: Mugen Souls Z',"b""Trinity: Souls of Zill O'll""",04/25/2013,02/08/2011,0
706,2533,5535,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Eruptor""",10/16/2011,10/16/2011,1
707,2066,6007,b'Marvel Pinball',b'Pinball Arcade Table Pack 3: Gorgar and Monster Bash',12/08/2010,09/04/2012,0
708,2926,4119,"b""Cabela's Big Game Hunter 2012""","b""Cabela's Big Game Hunter""",09/27/2011,01/01/2007,0
709,2079,4354,b'Mass Effect Trilogy',b'Mass Effect 2: Arrival',12/04/2012,03/29/2011,0
710,1104,3127,b'Sonic the Hedgehog 4: Episode 1',b'Call of Duty: MW3 - Collection 1',10/13/2010,03/20/2012,0
711,71,3585,b'Backyard Sports: Sandlot Sluggers',b'Deca Sports Freedom',05/25/2010,11/18/2010,0
712,2623,3970,b'Tales of Monkey Island',b'Tales of Symphonia',,02/25/2014,0
713,2376,1443,b'Resident Evil: The Umbrella Chronicles',"b""Resident Evil 5 (Collector's Edition)""",07/17/2012,03/13/2009,0
714,864,3742,b'Ninja Gaiden 3',b'Ninja Gaiden Black',03/20/2012,04/07/2008,0
715,2437,2000,b'Saints Row: The Third',b'Saints Row IV',11/15/2011,08/20/2013,0
716,2083,2214,b'Medal of Honor',b'Medal of Honor: Warfighter (Limited Edition)',10/12/2010,10/23/2012,0
717,345,6336,b'Dragon Age: Inquisition',b'Dragon Age: Origins - Ultimate Edition',11/18/2014,10/26/2010,0
718,3676,1156,b'Ultimate Shooting Collection',b'Milestone Shooting Collection 2',02/02/2009,12/30/2010,0
719,602,5546,b'Kinect Joy Ride',b'Kinect: Disneyland Adventures',11/10/2010,11/15/2011,0
720,1233,5777,b'The Walking Dead: Episode 5: No Time Left',b'The Walking Dead: Episode 2 - Starved for Help',11/21/2012,06/27/2012,0
721,815,264,b'NCAA Basketball 09',b'NBA Live 09',11/17/2008,10/10/2008,0
722,1275,2361,"b""Tony Hawk's Project 8""",b'Project Gotham Racing 3',11/07/2006,11/14/2005,0
723,1087,5686,b'Sneak King',"b""Assassin's Creed III: The Tyranny of King Washington - The Infamy""",11/19/2006,02/19/2013,0
724,914,2354,b'Prince of Persia (2008)',b'Prince of Persia',12/02/2008,12/02/2008,1
725,2653,3404,b'The Elder Scrolls V: Skyrim Legendary Edition',b'The Elder Scrolls IV: Shivering Isles',06/04/2013,11/20/2007,0
726,913,2354,b'Prince of Persia',b'Prince of Persia',12/02/2008,12/02/2008,1
727,3559,1584,b'Star Wars: The Force Unleashed II',b'Bokosuka Wars',10/15/2010,04/08/2008,0
728,3077,2639,b'Ferrari Challenge Trofeo Pirelli',b'Beach Fun: Summer Challenge',08/26/2008,06/18/2009,0
729,1104,2097,b'Sonic the Hedgehog 4: Episode 1',b'Sonic Adventure 2: Battle Mode',10/13/2010,10/05/2012,0
730,1783,249,b'Far Cry 4',"b""Assassin's Creed IV: Black Flag - Freedom Cry""",,12/17/2013,0
731,2533,5542,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Mega Pack""",10/16/2011,11/24/2011,0
732,1470,4139,b'Atelier Totori: The Adventurer of Arland',b'Atelier Rorona: The Alchemist of Arland (Limited Edition)',09/30/2011,09/28/2010,0
733,860,99,b'Night at the Museum: Battle of the Smithsonian',b'World Series of Poker 2008: Battle for the Bracelets',05/05/2009,09/26/2007,0
734,1268,449,b'Tomb Raider Anniversary',b'Tomb Raider: Outfit Pack 1',10/23/2007,03/05/2013,0
735,1791,1618,b'FIFA Soccer 09',b'FIFA Soccer 13',10/13/2008,09/25/2012,0
736,1805,3424,b'Final Fantasy XIV',b'Final Fantasy',09/21/2010,06/24/2009,0
737,284,1701,b'Dead or Alive 5 Ultimate',b'Resident Evil 5: Desperate Escape',09/03/2013,03/03/2010,0
738,838,1099,b'Need for Speed: Undercover',"b""Need for Speed: Carbon (Collector's Edition)""",11/07/2008,11/01/2006,0
739,2594,4333,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force',09/16/2008,10/13/2013,0
740,3016,3903,b'Disney Infinity',"b""Disney Epic Mickey (Collector's Edition)""",08/18/2013,11/30/2010,0
741,2446,1063,b'SBK 2011: Superbike World Championship',b'Sno-Cross Championship Racing',03/13/2011,10/16/2008,0
742,2844,368,b'Agatha Christie: And Then There Were None',b'Agatha Christie: And Then There Were None',02/25/2008,02/26/2008,1
743,1646,5160,b'Dead Island: Game of the Year Edition',b'Dishonored: Game of the Year Edition',06/26/2012,10/08/2013,0
744,2045,5820,b'Madden NFL 10',b'NFL Head Coach 09',08/14/2009,09/02/2008,0
745,5,4256,b'2010 FIFA World Cup South Africa',b'FIFA Soccer 11',04/30/2010,09/30/2010,0
746,191,2481,b'Call of Juarez: Gunslinger',b'Call of Duty: Black Ops II - Graffiti MP Personalization Pack',05/22/2013,03/13/2013,0
747,2548,1065,b'SOCOM: U.S. Navy SEALs Confrontation',b'SOCOM: U.S. Navy SEALs - Confrontation',10/14/2008,10/14/2008,1
748,4,4252,b'2006 FIFA World Cup',b'FIFA Soccer 07',04/24/2006,10/31/2006,0
749,185,3123,b'Call of Duty: Modern Warfare 2',b'Call of Duty: Modern Warfare 2 (Prestige Edition)',11/10/2009,11/10/2009,1
750,3538,6264,b'Sonic Riders: Zero Gravity',b'Sonic Riders: Zero Gravity',01/08/2008,01/08/2008,1
751,1875,3223,b'Guitar Hero: World Tour',b'DJ Hero',10/26/2008,11/30/2009,0
752,995,6405,b'Rock Band',b'Rock Band: Track Pack - Volume 2',11/20/2007,11/17/2008,0
753,2259,1088,b'Penny Arcade Adventures: Episode Two',b'Capcom Arcade Cabinet: 1987 Pack',10/30/2008,02/19/2013,0
754,3217,2809,b'King of Fighters Collection: The Orochi Saga',b'King of the Monsters',12/08/2008,07/07/2008,0
755,343,2577,b'Double Fine Happy Action Theater',b'Skylanders Giants: Gill Grunt (Series 2) / Flashwing / Double Trouble (Series 2)',02/01/2012,10/22/2012,0
756,979,1506,b'Resident Evil Code: Veronica X HD',b'SBK X: Superbike World Championship (Special Edition)',09/27/2011,05/28/2010,0
757,542,3759,b'Hasbro Family Game Night Fun Pack',b'Skylanders: Swap Force - Night Shift / Boom Jet',11/01/2011,11/15/2013,0
758,511,311,b'Guitar Hero: Aerosmith',b'Guitar Hero Smash Hits',06/29/2008,06/16/2009,0
759,1460,4127,"b""Assassin's Creed: Freedom Cry""","b""Assassin's Creed: Revelations - The Lost Archive""",12/17/2013,02/28/2012,0
760,2482,3396,b'Shin Kamaitachi no Yoru: 11 Hitome no Suspect',b'Echo Night#2: Nemuri no Shihaisha',12/17/2011,10/10/2007,0
761,1270,449,b'Tomb Raider: Legend',b'Tomb Raider: Outfit Pack 1',04/11/2006,03/05/2013,0
762,1870,3670,b'Guitar Hero: Aerosmith',b'Mafia II: War Hero Pack',06/29/2008,09/28/2010,0
763,1246,2279,b'Tiger Woods PGA Tour 11',b'Madden NFL 11',06/08/2010,08/10/2010,0
764,1551,3938,b'Buzz! Quiz TV',b'Buzz!: Quiz TV',09/23/2008,07/04/2008,1
765,2413,4365,b'Rocketmen: It Came from Uranus',b'Mass Effect 3: From Ashes',05/15/2008,03/06/2012,0
766,2531,5531,b'Skylanders Giants Portal Owners Pack',"b""Skylanders: Spyro's Adventure - Double Trouble""",10/21/2012,01/01/2012,0
767,2632,5437,b'Tekken Revolution',b'Tekken: Dark Resurrection',,03/01/2007,0
768,1100,2110,b'Sonic Generations',b'Sonic the Hedgehog 4: Episode II',11/01/2011,05/16/2012,0
769,2575,2447,b'Space Invaders Infinity Gene',b'Space Invaders Infinity Gene',09/14/2010,09/14/2010,1
770,1178,6401,b'The Beatles: Rock Band',b'Rock Band 2',09/08/2009,09/14/2008,0
771,2016,3435,"b""Lightning Returns:Final Fantasy XIII Collector's Edition""",b'Final Fantasy VIII',02/11/2014,09/24/2009,0
772,146,4569,b'Borderlands - Game of the Year Edition',b'Gears of War 2: Game of the Year Edition',10/12/2010,09/01/2009,0
773,2722,695,b'Tomb Raider Trilogy',b'Tomb Raider: Caves and Cliffs Multiplayer Map Pack',03/22/2011,04/23/2013,0
774,3170,3513,b'Hot Wheels: Battle Force 5',b'Skylanders: Swap Force - Magna Charge',11/17/2009,10/13/2013,0
775,104,265,b'Ben 10: Galactic Racing',b'NBA Live 10',10/18/2011,10/05/2009,0
776,1711,3235,b'Dragon Ball Z: Burst Limit',b'Double Dragon Neon',06/10/2008,09/11/2012,0
777,2462,6420,b'Sega Superstars Tennis',b'Sonic & SEGA All-Stars Racing',03/18/2008,02/26/2010,0
778,2718,4068,"b""Tom Clancy's Splinter Cell: Blacklist""","b""Tom Clancy's Splinter Cell: Blacklist""",08/20/2013,08/20/2013,1
779,1683,763,b'Diablo III Reaper of Souls: Ultimate Evil Edition',b'Diablo III: Reaper of Souls - Ultimate Evil Edition',08/19/2014,08/19/2014,1
780,2016,2389,"b""Lightning Returns:Final Fantasy XIII Collector's Edition""","b""Lightning Returns: Final Fantasy XIII (Includes Bonus Cloud Strife's Uniform and Buster Sword DLC)""",02/11/2014,11/02/2014,1
781,1339,2097,b'Warhammer: Battle March',b'Sonic Adventure 2: Battle Mode',09/02/2008,10/05/2012,0
782,2080,1626,b'Matt Hazard: Blood Bath and Beyond',b'Siren: Blood Curse',01/07/2010,07/13/2008,0
783,2980,3630,b'CSI: Fatal Conspiracy',b'CSI: Crime Scene Investigation - Deadly Intent',10/26/2010,10/27/2009,0
784,1891,6303,b'Hasbro Family Game Night 4: The Game Show',b'Poker Night 2',11/01/2011,04/30/2013,0
785,2517,514,b'SingStar: Back to the 80s',b'SingStar',10/28/2011,05/20/2008,0
786,1203,5306,b'The King of Fighters XII',"b""Peter Jackson's King Kong: The Official Game of the Movie""",,11/21/2005,0
787,3378,1982,b'NHL 2K10',b'NHL 2K9',09/15/2009,09/09/2008,0
788,1118,6377,b'Spider-Man 3',b'Spider-Man 3',05/04/2007,05/04/2007,1
789,2006,666,b'Lego Rock Band',b'LEGO Star Wars III: The Clone Wars',11/03/2009,03/24/2011,0
790,3438,4385,b'Pro Evolution Soccer 2012',b'TRON: Evolution - Battle Grids',11/15/2011,12/07/2010,0
791,822,267,b'NCAA Football 11',b'NCAA Basketball 09',07/13/2010,11/17/2008,0
792,3448,1253,b'Rapala We Fish',b'We Cheer 2',09/22/2009,11/03/2009,0
793,2316,2980,b'Race Driver: Grid',b'GRID 2: Super Modified Pack',06/03/2008,06/25/2013,0
794,2112,1341,b'MLB 07: The Show',b'Tiger Woods PGA Tour 07',05/15/2007,11/14/2006,0
795,2405,2690,b'Rock Band: Country Track Pack 2',b'Rock Band (Special Edition)',02/01/2011,11/20/2007,0
796,1456,228,"b""Assassin's Creed III: Liberation HD""","b""Assassin's Creed: Brotherhood""",01/14/2014,07/12/2011,0
797,2755,3954,b'Ultra Street Fighter IV',b'Super Street Fighter IV: Arcade Edition',06/04/2014,06/07/2011,0
798,2702,5399,b'Time Crisis: Razing Storm',b'Crash Time 5: Undercover',10/19/2010,10/02/2012,0
799,2326,821,b'Rampage World Tour',b'NFL Tour',05/17/2007,01/08/2008,0
800,1572,1073,b'Call of Duty: World at War',b'Call of Duty: MW3 (DLC Collection 1 Included)',11/11/2008,01/01/2012,0
801,1229,3541,b'The Walking Dead: Episode 1: A New Day',b'The Walking Dead: Season Two - Episode 4: Amid the Ruins',04/27/2012,07/23/2014,0
802,2869,4841,b'Around the World in 50 Games',b'Circus Games',10/14/2010,10/21/2008,0
803,825,4250,b'NCAA Football 14',b'FIFA 14',07/09/2013,10/04/2013,0
804,1570,3556,b'Call of Duty: Modern Warfare 2',b'Call of Duty: Modern Warfare 2 (Prestige Edition)',11/10/2009,11/10/2009,1
805,1571,1998,b'Call of Duty: Modern Warfare 3',b'Saints Row 2: Corporate Warfare',11/08/2011,05/28/2009,0
806,1732,1904,b'Dynasty Warriors 6: Empires',b'One Piece: Pirate Warriors',06/23/2009,03/01/2012,0
807,1208,1381,b'The Lord of the Rings: Conquest',b'LEGO The Lord of the Rings',01/13/2009,11/13/2012,0
808,2368,1442,b'Resident Evil 6',b'Resident Evil 5',10/02/2012,03/13/2009,0
809,1766,4527,b'F1 2011',b'F1 2010',09/20/2011,09/22/2010,0
810,2453,6303,b'Scene It? Movie Night',b'Poker Night 2',11/29/2011,04/30/2013,0
811,1756,2059,b'Eureka Seven AO: Jungfrau no Hanabanatachi',b'Shin Megami Tensei: Devil Children - Kuro no Sho/Aka no Sho',09/20/2012,10/13/2010,0
812,2449,2172,b'SBK X: Superbike World Championship',b'Pac-Man: Championship Edition DX',12/07/2010,11/23/2010,0
813,489,1712,b'Gotham City Impostors',b'Retro City Rampage',02/08/2012,01/02/2013,0
814,708,1695,b'Mass Effect 2',b'Mass Effect 3: Omega',01/26/2010,11/27/2012,0
815,1559,2246,"b""Cabela's Dangerous Hunts 2013""","b""Cabela's Survival: Shadows of Katmai""",10/23/2012,11/01/2011,0
816,328,3815,b'Disney Sing It',b'Disney Infinity: Violet',10/21/2008,08/18/2013,0
817,2060,137,b'Major League Baseball 2K12',b'Major League Baseball 2K9',03/06/2012,03/03/2009,0
818,2399,2690,b'Rock Band',b'Rock Band (Special Edition)',11/20/2007,11/20/2007,1
819,1106,2100,b'Sonic Unleashed',b'Sonic Free Riders',11/18/2008,11/04/2010,0
820,3311,5937,b'Mini Golf Resort',b'Carnival Games Mini Golf',09/01/2010,10/20/2008,0
821,1374,5302,b'WWE SmackDown vs. Raw 2011',b'PES 2011: Pro Evolution Soccer',10/26/2010,10/19/2010,0
822,893,1720,b'Perfect Dark Zero',"b""Risen 2: Dark Waters - A Pirate's Clothes""",11/18/2005,07/31/2012,0
823,1527,5272,b'Blazing Angels: Squadrons of WWII',b'Blazing Angels 2: Secret Missions of WWII',03/20/2007,11/06/2007,0
824,1311,3604,b'Ultimate Marvel Vs. Capcom 3',b'Capcom Arcade Cabinet: 1985-I Pack',11/15/2011,03/05/2013,0
825,1746,5759,b'Earth Defense Force Insect Armageddon',b'Skylanders: Swap Force - Nitro Magna Charge / Free Ranger',07/05/2011,10/13/2013,0
826,2303,2189,b'Pro Yakyuu Spirits 2011',b'PES 2011: Pro Evolution Soccer',04/14/2011,10/28/2010,0
827,2533,4332,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Zook""",10/16/2011,03/21/2012,0
828,295,920,b'Dead Space Ignition',"b""Dead Space 2 (Collector's Edition)""",10/13/2010,01/25/2011,0
829,3527,5176,b'Skylanders SWAP Force',"b""Skylanders: Spyro's Adventure - Mega Pack""",10/13/2013,11/24/2011,0
830,607,3543,b'Kinect Sports: Season 2',b'The Walking Dead: Season Two - Season Pass',10/25/2011,12/18/2013,0
831,2562,5030,b'Sonic the Hedgehog 4: Episode 1',b'The Wolf Among Us: Episode 2 - Smoke and Mirrors',10/12/2010,02/04/2014,0
832,3034,2765,"b""Dora the Explorer: Dora's Big Birthday Adventure""",b'Destroy All Humans! Big Willy Unleashed',10/26/2010,02/25/2008,0
833,40,372,b'Angry Birds Star Wars',b'Birds of Steel',10/29/2013,03/13/2012,0
834,1098,2106,b'Sonic CD',b'Sonic the Hedgehog',12/14/2011,11/14/2006,0
835,1009,5485,b'Rocksmith 2014',b'2014 FIFA World Cup Brazil',10/22/2013,04/17/2014,0
836,2259,1241,b'Penny Arcade Adventures: Episode Two',b'Army of Two',10/30/2008,03/04/2008,0
837,1738,3784,b'Dynasty Warriors: Gundam 2',b'Dynasty Warriors 7: Xtreme Legends',04/22/2009,11/15/2011,0
838,523,5457,b'Halo 4 Limited Edition',b'Halo 4 (Limited Edition)',11/06/2012,11/06/2012,1
839,2183,2226,b'NBA Ballers: Chosen One',b'NBA 08',04/21/2008,10/01/2007,0
840,2465,2853,b'Sengoku Basara 3 Double Pack',b'Final Fight: Double Impact',03/15/2012,04/15/2010,0
841,2076,4364,b'Mass Effect 2',b'Mass Effect 3: Firefight Pack',01/18/2011,08/07/2012,0
842,1447,1242,b'Army of Two',b'Army of Two: The 40th Day',03/04/2008,01/12/2010,0
843,1576,1095,b'Captain Morgane and the Golden Turtle',b'Captain Morgane and the Golden Turtle',03/30/2012,03/30/2012,1
844,2721,1748,"b""Tomb Raider Survival/Collector's Edition""",b'Tomb Raider: Demolition Skin',03/05/2013,05/07/2013,0
845,1992,1341,b'Le Tour de France',b'Tiger Woods PGA Tour 07',07/01/2011,11/14/2006,0
846,1095,2105,b'Sonic & SEGA All-Stars Racing with Banjo-Kazooie',b'Sonic the Hedgehog',02/23/2010,07/11/2007,0
847,177,3141,b'Call of Duty 2',b'Call of Duty: The War Collection',10/25/2005,06/08/2010,0
848,1189,947,b'The Elder Scrolls IV: Oblivion',"b""The Elder Scrolls IV: Oblivion - Fighter's Stronghold""",03/20/2006,10/15/2007,0
849,324,3796,b'Dishonored',b'Dishonored: Game of the Year Edition',10/12/2012,10/08/2013,0
850,2511,1622,b'SingStar Queen',b'SingStar Vol.2',08/04/2009,10/28/2008,0
851,2594,5750,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force - Hoot Loop',09/16/2008,10/13/2013,0
852,1601,3165,b'Cloudy With a Chance of Meatballs',"b""Jimmie Johnson's Anything with an Engine""",09/18/2009,11/01/2011,0
853,677,1118,b'Madden NFL 25',b'NFL Tour',08/27/2013,01/08/2008,0
854,1530,2202,b'Blood Drive',b'Matt Hazard: Blood Bath and Beyond',11/02/2010,01/07/2010,0
855,491,484,b'Grand Theft Auto IV',b'Grand Theft Auto IV: The Lost and Damned',04/29/2008,02/17/2009,0
856,779,5863,b'Naruto Shippuden: Ultimate Ninja Storm 3',b'Yaiba: Ninja Gaiden Z',03/05/2013,03/18/2014,0
857,447,57,b'Final Fight: Double Impact',"b""Skylanders: Spyro's Adventure - Whirlwind / Double Trouble / Drill Sergeant""",04/14/2010,01/01/2012,0
858,2066,6019,b'Marvel Pinball',b'Pinball FX2: Epic Quest',12/08/2010,09/04/2012,0
859,190,3143,b'Call of Juarez: Cartel',"b""Call of Duty: World at War (Limited Collector's Edition)""",07/19/2011,11/11/2008,0
860,3024,3919,b'Disney: The Princess and the Frog',b'Disney Infinity: Wreck-it Ralph',,11/22/2013,0
861,705,1673,b'Marvel: Ultimate Alliance',b'Marvel Vs. Capcom 3: Fate of Two Worlds',11/24/2006,02/15/2011,0
862,2702,5398,b'Time Crisis: Razing Storm',b'Crash Time 4: The Syndicate',10/19/2010,11/30/2011,0
863,1000,3047,b'Rock Band Track Pack: Classic Rock',b'Band Hero',05/19/2009,11/03/2009,0
864,671,2276,b'Madden NFL 09',b'Madden NFL 08',08/12/2008,08/14/2007,0
865,514,2131,b'Guitar Hero: Warriors of Rock',b'DJ Hero (Renegade Edition)',09/28/2010,10/30/2009,0
866,724,303,b'Metal Gear Rising: Revengeance',b'Guilty Gear X2: The Midnight Carnival #Reload',02/19/2013,09/08/2008,0
867,2596,2833,b'Star Wars: The Force Unleashed II',"b""Star Wars: The Force Unleashed II (Collector's Edition)""",10/26/2010,10/29/2010,1
868,1638,3836,b'Darksiders',b'Darksiders',09/23/2010,01/05/2010,1
869,2380,188,b'Resistance Collection',"b""Resistance 2 (Collector's Edition)""",12/04/2012,11/04/2008,0
870,2688,1328,b'The Walking Dead Episode 4 -',b'The Walking Dead: Episode 3 - Long Road Ahead',10/09/2012,08/28/2012,0
871,1856,599,b'Grand Theft Auto: Episodes from Liberty City',b'Motor Toon Grand Prix',04/13/2010,07/20/2010,0
872,582,1100,b'Juiced 2: Hot Import Nights',b'Need for Speed: Hot Pursuit',09/17/2007,11/16/2010,0
873,475,4085,b'Gears of War 3',b'Transformers: War for Cybertron',09/20/2011,06/22/2010,0
874,2533,4321,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Spyro""",10/16/2011,06/05/2012,0
875,3435,4951,b'Pro Evolution Soccer 2009',b'RTL Biathlon 2009',03/17/2009,11/27/2008,0
876,918,5301,b'Pro Evolution Soccer 2008',b'PES 2010: Pro Evolution Soccer',03/11/2008,10/23/2009,0
877,2298,2190,b'Pro Evolution Soccer 2011',b'PES 2012: Pro Evolution Soccer',10/19/2010,09/27/2011,0
878,2696,3927,b'Tiger Woods PGA Tour 11',b'BurgerTime: World Tour',,11/15/2011,0
879,2313,3776,b'Puzzle Chronicles',b'Dungeons & Dragons: Chronicles of Mystara',04/22/2010,06/18/2013,0
880,2540,5534,"b""Smash 'N' Survive""","b""Skylanders: Spyro's Adventure - Drobot / Flameslinger / Stump Smash""",02/22/2012,10/16/2011,0
881,2417,4426,b'Rockstar Games Collection: Edition 1',"b""Strong Bad's Cool Game for Attractive People: Episode 1 - Homestar Ruiner""",10/30/2012,12/21/2010,0
882,2246,4729,b'Operation Flashpoint: Dragon Rising',b'Dragon Age: Origins - Ultimate Edition',10/06/2009,10/26/2010,0
883,1237,5849,b'The Wolf Among Us: Episode 1 - Faith',b'Xbox Live Arcade Unplugged Volume 1',10/11/2013,09/05/2006,0
884,1192,2586,b'The Elder Scrolls V: Skyrim Legendary Edition',b'Skylanders Giants: Legendary Ignitor / Legendary Slam Bam / Legendary Jet-Vac',06/04/2013,10/21/2012,0
885,2462,5227,b'Sega Superstars Tennis',b'Virtua Tennis 4',03/18/2008,04/29/2011,0
886,1109,2569,b'Soul Calibur IV & Tekken 6',b'BioShock & The Elder Scrolls IV: Oblivion Bundle',10/30/2012,07/07/2009,0
887,521,5450,b'Halo 3: ODST',b'Halo 3 (Legendary Edition)',09/22/2009,09/25/2007,0
888,2835,355,b'AC/DC Live: Rock Band Track Pack',b'AC/DC Fan Pack',11/16/2008,11/16/2008,1
889,890,5314,b'Penny Arcade Adventures: Episode One',b'Pinball Arcade Table Pack 3: Gorgar and Monster Bash',05/21/2008,08/28/2012,0
890,2720,1767,b'Tomb Raider (2013)',b'Tomb Raider: Scavenger Executioner',03/05/2013,03/26/2013,0
891,1838,4730,b'God of War Origins Collection',"b""Dragon Age: Origins - Warden's Keep""",09/13/2011,11/05/2009,0
892,866,3736,"b""Ninja Gaiden 3: Razor's Edge""",b'Ninja Bros.',04/02/2013,10/04/2009,0
893,2622,5424,b'Tales of Graces f',b'Tales of Vesperia',03/13/2012,09/17/2009,0
894,329,4986,b'Disney Sing It: High School Musical 3: Senior Year',b'Fallout 3: Game of the Year Edition',02/17/2009,10/13/2009,0
895,34,2076,b'Alpha Protocol',b'Alpha Protocol',06/01/2010,06/01/2010,1
896,2417,2865,b'Rockstar Games Collection: Edition 1',b'Formula 1 Championship Edition',10/30/2012,02/27/2007,0
897,1480,6161,b'Batman: Arkham Asylum: Game of the Year Edition',"b""Batman: Arkham City - Harley Quinn's Revenge""",05/10/2010,05/29/2012,0
898,2460,3483,b'Sega Bass Fishing',b'SEGA Bass Fishing',10/04/2011,10/04/2011,1
899,2816,836,b'Yaiba: Ninja Gaiden Z',b'Ninja Gaiden Sigma',03/18/2014,07/03/2007,0
900,1201,2932,b'The History Channel: Civil War: Secret Missions',b'The Lord of the Rings: War in the North',11/04/2008,11/01/2011,0
901,1539,1728,b'Borderlands: The Pre-Sequel',b'Borderlands 2 (Ultimate Loot Chest Limited Edition)',10/24/2014,09/18/2012,0
902,958,782,b'Rayman Raving Rabbids',"b""Rayman Origins (Collector's Edition)""",04/24/2007,11/25/2011,0
903,3133,5008,b'Guitar Hero 5',b'DJ Hero',09/01/2009,10/27/2009,0
904,3321,1169,b'Monster Hunter G',b'Monster Lab',04/03/2009,11/04/2008,0
905,1001,313,b'Rock Band: Country Track Pack 2',b'Guitar Hero: Warriors of Rock',02/01/2011,09/28/2010,0
906,2515,514,b'SingStar Vol. 2',b'SingStar',10/28/2008,05/20/2008,0
907,1080,3849,b'Skylanders Giants',"b""Skylanders: Spyro's Adventure - Bash""",10/21/2012,10/16/2011,0
908,1889,3883,b'Hasbro Family Game Night',b'Family Guy: Back to the Multiverse',10/29/2009,11/20/2012,0
909,62,2697,"b""Assassin's Creed: Brotherhood""","b""Assassin's Creed: Revelations - The Lost Archive""",11/16/2010,02/28/2012,0
910,1943,870,"b""Jane's Advanced Strike Fighters""",b'Advanced V.G.',11/15/2011,03/25/2009,0
911,467,4549,b'Fuzion Frenzy 2',b'Fuzion Frenzy 2',01/30/2007,01/30/2007,1
912,1822,5989,b'Full Auto 2: Battlelines',b'Grand Theft Auto: Vice City Stories',12/07/2006,04/02/2013,0
