pairId:INTEGER,tableA.id:INTEGER,tableA.title,tableA.price:FLOAT,tableA.brand:TEXT,tableA.weight,tableA.size,tableB.id:INTEGER,tableB.title,tableB.price:FLOAT,tableB.description,tableB.variation_size,tableB.size
13615319,3269,nature's path organic love crunch carrot cake premium organic granola  11.5 oz  (pack of 6),28.57,Nature's Path,11.5,6.0,4099,nature's path love crunch carrot cake  11.5 oz,9.77,nature's path love,11.5,NA
13615449,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,64,nutri-grain cereal bars  cherry  8-count bars (pack of 6),16.68,nutri-grain cereal bars,NA,6.0
13615499,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,114,arrowhead mills puffed wheat cereal 6 oz (pack of 6),19.45,arrowhead mills puffed,6,6.0
13615572,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,187,nutri-grain cereal bars  raspberry  8-count bars (pack of 6),39.5,nutri-grain cereal bars,NA,6.0
13615841,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,456,special k cereal bars honey nut  6-count (pack of 6),36.63,special k cereal,NA,6.0
13616511,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,1126,snacklemouth granola nut cluster  pecan maple 5.5 oz. (pack of 15),64.06,snacklemouth granola nut,5.5,15.0
13616526,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,1141,nutri-grain cereal bars  blueberry  8-count bars (pack of 6),26.99,nutri-grain cereal bars,NA,6.0
13616670,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,1285,nutritious living hi-lo vanilla almond cereal  10-ounce units (pack of 6),37.24,nutritious living hi-lo,NA,6.0
13616750,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,1365,special k cereal bars blueberry  6-count (pack of 6),32.57,special k cereal,NA,6.0
13616800,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,1415,gerber cereal  oatmeal single grain  16-ounce boxes (pack of 6),42.0,gerber cereal ,NA,6.0
13616922,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,1537,nutri-grain cereal bars  strawberry  10.4 oz  (pack of 3),19.99,nutri-grain cereal bars,10.4,3.0
13617882,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,2497,kashi cereal bar  ripe strawberry  7.2 ounce (pack of 6),21.02,kashi cereal bar,7.2,6.0
13618149,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,2764,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0
13618357,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,2972,nature valley granola thins  10 bars (pack of 6),9.44,nature valley granola,NA,6.0
13618422,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,3037,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0
13618488,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,3103,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0
13618762,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,3377,quaker cereal bars  apple crisp 1.30 oz bars 8-count bars (pack of 6),20.02,quaker cereal bars,1.30,6.0
13619335,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
13619435,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,4050,gerber baby cereal  oatmeal  16 ounce (pack of 6),21.36,gerber baby cereal,16,6.0
13619527,3270,nutritious living hi-lo maple pecan cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,4142,nutri-grain cereal bars  mixed berry  8-count bars (pack of 6),32.89,nutri-grain cereal bars,NA,6.0
13619844,3271,nature's path organic love crunch dark chocolate & red berries premium granola  11.5 oz  (pack of 6),31.04,Nature's Path,11.5,6.0,294,nature's path organic granola bars dark chocolate chip  chococonut 1.2 oz- 5 count bars (pack of 6),17.88,nature's path organic,1.2,6.0
13620142,3271,nature's path organic love crunch dark chocolate & red berries premium granola  11.5 oz  (pack of 6),31.04,Nature's Path,11.5,6.0,592,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0
13620281,3271,nature's path organic love crunch dark chocolate & red berries premium granola  11.5 oz  (pack of 6),31.04,Nature's Path,11.5,6.0,731,nature's path organic granola bars chococonut dark chocolate chip -- 1.2 oz each / pack of 5,53.05,nature's path organic,1.2,5.0
13620305,3271,nature's path organic love crunch dark chocolate & red berries premium granola  11.5 oz  (pack of 6),31.04,Nature's Path,11.5,6.0,755,nature's path organic 6 chewy granola bars sunny hemp plus  6-count boxes 7.4 ounces  (pack of 6),27.57,nature's path organic,7.4,6.0
13620709,3271,nature's path organic love crunch dark chocolate & red berries premium granola  11.5 oz  (pack of 6),31.04,Nature's Path,11.5,6.0,1159,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0
13622228,3271,nature's path organic love crunch dark chocolate & red berries premium granola  11.5 oz  (pack of 6),31.04,Nature's Path,11.5,6.0,2678,nature's path organic granola bars  yogurt berry strawberry  5-count bars (pack of 6),25.02,nature's path organic,NA,6.0
13622388,3271,nature's path organic love crunch dark chocolate & red berries premium granola  11.5 oz  (pack of 6),31.04,Nature's Path,11.5,6.0,2838,nature's path organic granola bars  peanut choco'  5-count boxes  1.2oz   (pack of 6),24.18,nature's path organic,1.2,6.0
13622405,3271,nature's path organic love crunch dark chocolate & red berries premium granola  11.5 oz  (pack of 6),31.04,Nature's Path,11.5,6.0,2855,nature's path love crunch dark chocolate  11.5 oz,9.7,nature's path love,11.5,NA
13622980,3271,nature's path organic love crunch dark chocolate & red berries premium granola  11.5 oz  (pack of 6),31.04,Nature's Path,11.5,6.0,3430,nature's path organic crunchy granola bars  peanut choco  7.05-ounce (pack of 6),26.34,nature's path organic,NA,6.0
13623443,3271,nature's path organic love crunch dark chocolate & red berries premium granola  11.5 oz  (pack of 6),31.04,Nature's Path,11.5,6.0,3893,nature's path organic crunchy granola bars  macaroon crunch  7.05-ounce (pack of 6),25.56,nature's path organic,NA,6.0
13624153,3272,nature's path organic sunrise flakes cereal  10.6 oz  (pack of 6),27.88,Nature's Path,10.6,6.0,438,nature's path organic optimum slim 14.0 oz (pack of 6),52.56,nature's path organic,14.0,6.0
13624307,3272,nature's path organic sunrise flakes cereal  10.6 oz  (pack of 6),27.88,Nature's Path,10.6,6.0,592,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0
13624874,3272,nature's path organic sunrise flakes cereal  10.6 oz  (pack of 6),27.88,Nature's Path,10.6,6.0,1159,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0
13626128,3272,nature's path organic sunrise flakes cereal  10.6 oz  (pack of 6),27.88,Nature's Path,10.6,6.0,2413,nature's path whole o's cereal  gluten free 11.5 oz(pack of 6),49.68,nature's path whole,11.5,6.0
13626274,3272,nature's path organic sunrise flakes cereal  10.6 oz  (pack of 6),27.88,Nature's Path,10.6,6.0,2559,nature's path cereal  coconut chia granola og2 12.34 oz. (pack of 12),60.02,nature's path cereal,12.34,12.0
13626393,3272,nature's path organic sunrise flakes cereal  10.6 oz  (pack of 6),27.88,Nature's Path,10.6,6.0,2678,nature's path organic granola bars  yogurt berry strawberry  5-count bars (pack of 6),25.02,nature's path organic,NA,6.0
13627092,3272,nature's path organic sunrise flakes cereal  10.6 oz  (pack of 6),27.88,Nature's Path,10.6,6.0,3377,quaker cereal bars  apple crisp 1.30 oz bars 8-count bars (pack of 6),20.02,quaker cereal bars,1.30,6.0
13627145,3272,nature's path organic sunrise flakes cereal  10.6 oz  (pack of 6),27.88,Nature's Path,10.6,6.0,3430,nature's path organic crunchy granola bars  peanut choco  7.05-ounce (pack of 6),26.34,nature's path organic,NA,6.0
13627608,3272,nature's path organic sunrise flakes cereal  10.6 oz  (pack of 6),27.88,Nature's Path,10.6,6.0,3893,nature's path organic crunchy granola bars  macaroon crunch  7.05-ounce (pack of 6),25.56,nature's path organic,NA,6.0
13636408,3275,nature's path organic optimum power blueberry cinnamon flax cereal  14 oz  (pack of 6),28.48,Nature's Path,14,6.0,198,nature's path organic trail mix pumpkin-n-spice flax plus chewy granola bars 7.4 oz (pack of 18),81.93,nature's path organic,7.4,18.0
13636648,3275,nature's path organic optimum power blueberry cinnamon flax cereal  14 oz  (pack of 6),28.48,Nature's Path,14,6.0,438,nature's path organic optimum slim 14.0 oz (pack of 6),52.56,nature's path organic,14.0,6.0
13636802,3275,nature's path organic optimum power blueberry cinnamon flax cereal  14 oz  (pack of 6),28.48,Nature's Path,14,6.0,592,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0
13637369,3275,nature's path organic optimum power blueberry cinnamon flax cereal  14 oz  (pack of 6),28.48,Nature's Path,14,6.0,1159,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0
13638888,3275,nature's path organic optimum power blueberry cinnamon flax cereal  14 oz  (pack of 6),28.48,Nature's Path,14,6.0,2678,nature's path organic granola bars  yogurt berry strawberry  5-count bars (pack of 6),25.02,nature's path organic,NA,6.0
13639640,3275,nature's path organic optimum power blueberry cinnamon flax cereal  14 oz  (pack of 6),28.48,Nature's Path,14,6.0,3430,nature's path organic crunchy granola bars  peanut choco  7.05-ounce (pack of 6),26.34,nature's path organic,NA,6.0
13639723,3275,nature's path organic optimum power blueberry cinnamon flax cereal  14 oz  (pack of 6),28.48,Nature's Path,14,6.0,3513,cereal bar  70%+ organic  blueberry  filled  7.8 oz (pack of 6 ),23.45,cereal bar ,7.8,6.0
13640103,3275,nature's path organic optimum power blueberry cinnamon flax cereal  14 oz  (pack of 6),28.48,Nature's Path,14,6.0,3893,nature's path organic crunchy granola bars  macaroon crunch  7.05-ounce (pack of 6),25.56,nature's path organic,NA,6.0
13640509,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,134,kind fruit and nut  apple cinnamon and pecan  gluten free bars - 1.4 oz (pack of 12),23.22,kind fruit and,1.4,12.0
13640522,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,147,nature valley sweet & salty nut granola bars  peanut 7.4 oz (pack of 3),15.0,nature valley sweet,7.4,3.0
13640763,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,388,larabar fruit & nut food bar  cherry pie  gluten free  1.7-ounce (pack of 32),45.49,larabar fruit &,NA,32.0
13640861,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,486,bakery on main gluten free granola bars  extreme trail mix  5-count (pack of 6),29.37,bakery on main,NA,6.0
13640926,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,551,larabar fruit & nut food bar  apple pie  gluten free 1.6 ounce (pack of 5),5.28,larabar fruit &,1.6,5.0
13641739,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,1364,larabar fruit & nut food bar  cashew cookie  gluten free 1.7 oz bars(pack of 32),45.49,larabar fruit &,1.7,32.0
13642017,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,1642,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0
13642587,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,2212,larabar uber  roasted nut roll  gluten free  1.42 oz bars  (pack of 5),5.69,larabar uber ,1.42,5.0
13642887,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,2512,nature valley gluten free roasted nut crunch granola bars  almond crunch  1.2-ounce  6-count boxes (pack of 6),17.88,nature valley gluten,NA,6.0
13642983,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,2608,nature valley gluten free roasted nut crunch granola bars  peanut crunch  6-count boxes 1.2 oz bars (pack of 6),26.94,nature valley gluten,1.2,6.0
13643000,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,2625,larabar fruit & nut food bar  chocolate coconut chew  gluten free 1.8 oz bars (pack of 32),45.49,larabar fruit &,1.8,32.0
13643250,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,2875,larabar fruit & nut food bar  key lime pie  gluten free 1.8 oz (pack of 32),45.49,larabar fruit &,1.8,32.0
13643282,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,2907,enjoy life sunbutter crunch chewy on the go bars  gluten  dairy & nut free  5-ounce boxes (pack of 6) ( value bulk multi-pack),79.04,enjoy life sunbutter,NA,6.0
13643437,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,3062,enjoy life caramel apple chewy bars  5 oz  (pack of 6),77.48,enjoy life caramel,5,6.0
13643721,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,3346,kind gluten free granola bars peanut butter dark chocolate  5/1.2 oz (pack of 8),38.91,kind gluten free,1.2,8.0
13643744,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,3369,larabar fruit & nut food bar  pecan pie  gluten free (pack of 32),45.49,larabar fruit &,NA,32.0
13643890,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,3515,sam mills gluten free granola bar peanut butter 5.0 oz (pack of 6),36.4,sam mills gluten,5.0,6.0
13643915,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,3540,larabar fruit & nut food bar  apple pie  gluten free1.6 oz bars (pack of 32),45.49,larabar fruit &,1.6,32.0
13644019,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,3644,nature valley sweet & salty nut granola bars  almond  7.4 oz  (pack of 3),21.0,nature valley sweet,7.4,3.0
13644402,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,4027,nature valley sweet & salty nut granola bars cashew  6-count box (pack of 6),39.0,nature valley sweet,NA,6.0
13644481,3276,enjoy life nut & gluten free cinnamon raisin crunch granola  12.8 oz  (pack of 6),28.45,Enjoy Life,12.8,6.0,4106,enjoy life foods very berry snack bar gluten free 5 oz (pack of 6),32.81,enjoy life foods,5,6.0
13645617,3277,sam mills buckwheat & millet strawberry & almonds gluten free granola  12 oz  (pack of 6),26.29,SAM MILLS,12,6.0,1077,sam mills gluten free granola bars: fruit mix (pack of 3) 5 oz boxes,18.44,sam mills gluten,5,3.0
13646091,3277,sam mills buckwheat & millet strawberry & almonds gluten free granola  12 oz  (pack of 6),26.29,SAM MILLS,12,6.0,1551,sam mills gluten free granola bars blueberry 5 ounce (pack of 6),38.09,sam mills gluten,5,6.0
13646560,3277,sam mills buckwheat & millet strawberry & almonds gluten free granola  12 oz  (pack of 6),26.29,SAM MILLS,12,6.0,2020,sam mills gluten free fruit mix granola bars 5 ounce (pack of 6),35.84,sam mills gluten,5,6.0
13647250,3277,sam mills buckwheat & millet strawberry & almonds gluten free granola  12 oz  (pack of 6),26.29,SAM MILLS,12,6.0,2710,sam mills gluten free strawberry and almonds granola 12 ounce (pack of 6),37.14,sam mills gluten,12,6.0
13648055,3277,sam mills buckwheat & millet strawberry & almonds gluten free granola  12 oz  (pack of 6),26.29,SAM MILLS,12,6.0,3515,sam mills gluten free granola bar peanut butter 5.0 oz (pack of 6),36.4,sam mills gluten,5.0,6.0
13654155,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,1285,nutritious living hi-lo vanilla almond cereal  10-ounce units (pack of 6),37.24,nutritious living hi-lo,NA,6.0
13654285,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,1415,gerber cereal  oatmeal single grain  16-ounce boxes (pack of 6),42.0,gerber cereal ,NA,6.0
13655258,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,2388,quaker instant oatmeal original  12-count boxes (pack of 2),15.87,quaker instant oatmeal,NA,2.0
13655266,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,2396,kashi tlc cereal bars cherry vanilla  7.2-ounce (pack of 3),20.0,kashi tlc cereal,NA,3.0
13655367,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,2497,kashi cereal bar  ripe strawberry  7.2 ounce (pack of 6),21.02,kashi cereal bar,7.2,6.0
13655634,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,2764,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0
13655907,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,3037,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0
13655973,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,3103,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0
13656434,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,3564,achva vanilla sesame havla  16-ounce containers (pack of 6),41.99,achva vanilla sesame,NA,6.0
13656820,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
13656920,3279,kashi golean hearty vanilla instant oatmeal  11.28 oz (pack of 6),31.42,Kashi,11.28,6.0,4050,gerber baby cereal  oatmeal  16 ounce (pack of 6),21.36,gerber baby cereal,16,6.0
13661488,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,288,kellogg's special k cereal bar keb01283,5.08,kellogg's special k,NA,NA
13661645,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,445,barbara's bakery high fiber cereal  original 12 oz,8.74,barbara's bakery high,12,NA
13661771,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,571,special k red berries cereal bar  strawberry  12 count,4.58,special k red,NA,NA
13661992,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,792,kellogg's special k cereal bar  chocolate covered strawberry  4.86 ounce,5.45,kellogg's special k,4.86,NA
13662120,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,920,kellogg's special k cereal bars  honey nut  6 ct,50.29,kellogg's special k,NA,NA
13662230,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,1030,kellogg's special k oats & honey cereal 13.1 oz (pack of 14),90.15,kellogg's special k,13.1,14.0
13662252,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,1052,kellogg's special k cereal bars,13.5,kellogg's special k,NA,NA
13662312,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,1112,kellogg's special k cereal bars  chocolately pretzel  6 ct,8.7,kellogg's special k,NA,NA
13662420,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,1220,kellogg's special k cereal bar  strawberry  .81 oz  12/box,15.48,kellogg's special k,81,NA
13662440,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,1240,kellogg's special k mini breaks original (5x24g),8.69,kellogg's special k,NA,NA
13662610,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,1410,special k bars cereal bars  blueberry  12 ea,12.99,special k bars,NA,NA
13662616,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,1416,special k cereal  lightly toasted rice  original  12 oz  (pack of 3),13.33,special k cereal,12,3.0
13662779,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,1579,special k cereal bar  strawberry;blueberry  .81 oz  12/box,16.98,special k cereal,81,NA
13662837,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,1637,kellogg's special k red berries cereal 14.7 oz,9.95,kellogg's special k,14.7,NA
13662906,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,1706,kellogg's special k chocolatey pretzel cereal bars  0.77 oz  12 count,-1.0,kellogg's special k,0.77,NA
13663823,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,2623,kellogg's special k cereal bars  strawberry  6 ct,10.86,kellogg's special k,NA,NA
13664124,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,2924,kellogg's special k double milk chocolate cereal bars (6x20g),7.19,kellogg's special k,NA,NA
13664185,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,2985,special k cereal bar  strawberry  .81 oz  12/box,12.81,special k cereal,81,NA
13664615,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,3415,kellogg's special k cereal bars hazelnut & almond (5x21g),7.19,kellogg's special k,NA,NA
13664794,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,3594,kellogg's special k strawberry 35 cereal bars 28.4oz,21.9,kellogg's special k,28.4,NA
13664955,3281,kellogg's original special k cereal  12 oz,2.98,Special K,12,NA,3755,special k cereal  chocolatey delight  13.4 oz,8.97,special k cereal,13.4,NA
13678307,3285,great value strawberry awake cereal  16.7 oz,2.97,Great Value,16.7,NA,447,great value chewy fiber bars  5-1.4 oz (40g),14.0,great value chewy,1.4,NA
13682583,3286,cinnamon toast crunch cereal  23.6 oz,4.58,Cinnamon Toast Crunch,23.6,NA,558,glutino cereal apple cinnamon  gluten free 0. oz,19.18,glutino cereal apple,NA,NA
13684300,3286,cinnamon toast crunch cereal  23.6 oz,4.58,Cinnamon Toast Crunch,23.6,NA,2275,** cinnamon toast crunch cereal  single-serve 2.0 oz cup  6/pack **,16.36,** cinnamon toast,2.0,NA
13684617,3286,cinnamon toast crunch cereal  23.6 oz,4.58,Cinnamon Toast Crunch,23.6,NA,2592,general mills cinnamon toast crunch cereal bars  0.85 oz  6 count,29.88,general mills cinnamon,0.85,NA
13689531,3287,kashi golean crunch! cereal  13.8 oz,3.12,Kashi Golean,13.8,NA,3341,chex cereal  honey nut  13.8 oz,12.79,chex cereal ,13.8,NA
13691385,3288,post honey bunches of oats with crispy almonds cereal  14.5 oz,2.88,Post,14.5,NA,1030,kellogg's special k oats & honey cereal 13.1 oz (pack of 14),90.15,kellogg's special k,13.1,14.0
13702964,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,114,arrowhead mills puffed wheat cereal 6 oz (pack of 6),19.45,arrowhead mills puffed,6,6.0
13703681,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
13703698,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
13704000,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,1150,fiber one chewy  chocolate  6 ounce (pack of 12),59.95,fiber one chewy,6,12.0
13704110,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
13704387,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,1537,nutri-grain cereal bars  strawberry  10.4 oz  (pack of 3),19.99,nutri-grain cereal bars,10.4,3.0
13704525,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,1675,pampa fruit & grain bars strawberry  6 oz (pack of 14),43.2,pampa fruit &,6,14.0
13704959,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,2109,arrowhead mills puffed corn cereal 6 oz(pack of 2),6.4,arrowhead mills puffed,6,2.0
13705064,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,2214,arrowhead mills organic puffed kamut cereal 6 oz (pack of 2),-1.0,arrowhead mills organic,6,2.0
13706008,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,3158,kellogg's fruit loops cereal 8.7 oz (pack of 12),80.67,kellogg's fruit loops,8.7,12.0
13706330,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,3480,reese's puffs cereal bar treats  5.1 ounce (pack of 12),-1.0,reese's puffs cereal,5.1,12.0
13706732,3291,arrowhead mills puffed corn cereal  6 oz  (pack of 12),23.88,Arrowhead Mills,6,12.0,3882,nature valley cinnamon granola bars 6 pack 8.9 oz (pack of 12),-1.0,nature valley cinnamon,8.9,12.0
13707846,3292,mornflake jumbo oats cereal  26 oz  (pack of 12),55.18,Mornflake,26,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
13707863,3292,mornflake jumbo oats cereal  26 oz  (pack of 12),55.18,Mornflake,26,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
13708045,3292,mornflake jumbo oats cereal  26 oz  (pack of 12),55.18,Mornflake,26,12.0,1030,kellogg's special k oats & honey cereal 13.1 oz (pack of 14),90.15,kellogg's special k,13.1,14.0
13708275,3292,mornflake jumbo oats cereal  26 oz  (pack of 12),55.18,Mornflake,26,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
13708552,3292,mornflake jumbo oats cereal  26 oz  (pack of 12),55.18,Mornflake,26,12.0,1537,nutri-grain cereal bars  strawberry  10.4 oz  (pack of 3),19.99,nutri-grain cereal bars,10.4,3.0
