@info
{
    "table":{
        "name":"amazon",
        "description":"",
        "idAttrib":{
            "name":"title",
            "type":"TEXT"
        },
        "projectName":"breakfast",
        "attributes":[
            {
                "name":"title",
                "type":"TEXT"
            },
            {
                "name":"price",
                "type":"FLOAT"
            },
            {
                "name":"unitPrice",
                "type":"TEXT"
            },
            {
                "name":"size",
                "type":"TEXT"
            },
            {
                "name":"description",
                "type":"TEXT"
            }
        ]
    }
}

@data
title:TEXT,price:FLOAT,unitPrice:TEXT,size:TEXT,description:TEXT
"Activz Organic & Non-GMO Kale Powder, 6.3 oz",34.99,NaN,NaN,"Kale is an amazing vegetable recognized for its exceptional nutrient richness, health benefits, and flavor.  Eating kale on a regular basis may provide significant health benefits. Kale is low in calorie, high in fiber and has zero fat. With its great fiber content,  it's good for aiding in digestion. Kale also is filled with nutrients, vitamins, folate, magnesium and iron which is essential for good health. Kale also has lots of vitamin K and antioxidants such as carotenoids and flavonoids.  Kale is high in vitamin C and vitamin A. 

People eat kale to address various health conditions:
• Lower your blood pressure
• Boost your stamina
• Fight Inflammation
• Detoxification support

Lacinato kale is a variey of kale with a long tradition in Italian cusine.  It is also known as Tuscan kale, Italian kale, Dinosaur kale, black kale or flat back cabbage.  Lacinato kale has dark blue-green leaves, with an ""embossed texture""; its taste is described as ""slightly sweeter and more delicate ... than curly kale.  It got the name Dinosaur kale because the bumpy surface of the kale's leaves is said to resemble dinosaur skin.  Because of its taste, ""slightly bitter earthy"" its been called ""the darling of the culinary world"".

Our kale is grown under optimum conditions and carefully harvested at its nutritional peak. Within minutes of picking, the freshly picked kale becomes a fine powder that retains 100 percent nutrition, as well as full flavor, aroma and color.  Powder Pure's pioneering technology and methods target and evaporate water molecules from the kale without disturbing the vegetable's active enzymes, antioxidants, vitamins or minerals. This pioneering process allows the strawberry powder to retain the integrity of farm-fresh kale better than spray or freeze-dried powders. 

 This product is not intended to diagnose, treat, cure, or prevent any disease. These statements have not been evaluated by the FDA.  "
Small 2 oz - PB & Chocolate,1.5,NaN,NaN,"PB & Chocolate is a much healthier twist to the traditional PB&J. Adding all-natural peanut butter, roasted peanuts, and Semi-Sweet Chocolate to the original recipe, PB & Chocolate is a sinfully good for you snack. ""Choc"" full of anti-oxidants, this recipe like its predecessors is 100% natural. 

ALL NATURAL INGREDIENTS: Rolled Oats, Salted Peanuts, Pure Maple Syrup, Sunflower Seeds, Peanut Butter, Ground Flax Seeds, Pumpkin Seeds, Semi-Sweet Chocolate, Extra Virgin Olive Oil, Unsweetened Coconut, Salt  "
"Raw Revolution Organic Live Food Bars, Spirulina Dream, 1.8-Ounce Bars (Pack of 12)",18.14,($0.84 /  oz),3.4 x 5.6 x 0.6 inches ; 1.5 pounds,"The mission at Raw Revolution is to create irresistible super foods exclusively from certified organic, mostly raw ingredients. We strive to make our products as good for the environment as they are for you, making the world cleaner and healthier with every bite. Raw organic foods are closest to their natural state, bringing us closer to healing ourselves and the global ecology. Raw Revolution bars, are gluten free, vegan, free of wheat, corn, soy, trans-fats, cholesterol and refined sugar.   The Raw Revolution Spirulina Dream Bar contains Spirulina Powder, a superfood that is an excellent source of vegetable protein, multivitamins, minerals and Vitamin B12. Just pure clean energy from fruit and nuts that keeps hunger under control without feeling like you are eating something healthy because it tastes so good! Perfect for those looking for a healthy snack on the go or a simple meal replacement. We take great pride in offering the the most delicious certified organic products with the highest nutrition per ounce than any other bar on the market. Protein, vitamins and minerals that come from organic vegan plant based products like Raw Revolution contain more health benefits plus fiber and nutrients. Whey which is a highly processed by product of milk, and soy protein isolate (highly refined and most are genetically modified) are not health promoting. Be careful of hidden words for sugar like glucose syrup (corn syrup), sucralose (highly processed) and companies that promote they are organic and not all of their ingredients are. Taste and you will see that we deliver premium organic bars at affordable prices.  "
"Orchard Bars Fruit and Nut Bar, Blueberry Pomegranate Almond, 1.4 Ounce (Pack of 12)",15.99,($0.95 /  oz),NaN,"The premium fruit and nut bar people love. All natural bars. Natural ingredients and a good source of protein. Gluten free. Non-GMO. Vegan and dairy free. No preservatives, no trans fats, no artificial flavors or colors.  "
Think Products Think Thin Bites Dark Chocolate 5 - 25g (.88oz) bars [4.4oz (125g)],,NaN,4.8 x 3.5 x 2.2 inches ; 5.6 ounces,"Deliciously natural weight managment. 8g protein. 0g sugar. Gluten free.  "
Clif Builder's Cocoa Dipped Double Decker Crisp Bar,30.17,NaN,NaN,"Cocoa Dipped Double Decker Crisp Bar. Chocolate Mint. Cocoa Dipped Double Decker Crisp Bar. 20 g Protein. High in protein. No trans fat. 23 Vitamins and minerals. When work feels like a workout. I know that feeling. Throughout high school and well into my twenties, most jobs put my body through the wringer on a daily basis. Back then, I didn't care about natural ingredients or organic foods; I do now. And that's the principle behind our Builder's Bar. It's an entirely natural protein bar for those who put their own body through the wringer. The Builder's Bar contains 20 g of whole proteins. Without hydrogenated oils or trans fats, the Builder's Bar is a cut avove many other protein options. And with its distinctive crispy, chewy texture, I hope you'll find them more delicious too. Enjoy! Low glycemic.  "
Cranberry Bladder DefenseTM,49.79,NaN,NaN,"Cranberry Bladder DefenseTM  "
Jordans Luxury Absolute Berry Bars 3 X 42G,10.59,NaN,NaN,"Packed with cranberries, strawberries & blackcurrants No added salt Source of fibre Conservation grade nature friendly farming No artificial flavourings, colouring or preservatives Non GM Suitable for vegetarians Wholegrain oat cereals bars with dried cranberries and apple juice infused strawberries and blackcurrants. Juicy strawberries, cranberries and blackcurrants crafted with wholesome wholegrain oats, make our Luxury Absolute Berry bars simply irresistible. Every delicious Jordans Luxury bar not only tastes amazing, it also helps to create homes for wildlife in our beautiful British countryside.  "
"KIND Healthy Grains Granola Bars, Double Chocolate Chunk, 5 Count (Pack of 3)",9.25,($0.50 /  oz),NaN,"       KIND Healthy Grains Dark Chocolate Chunk bar is baked from a foundation of 5 super grains, coated with dark chocolate and real dark chocolate chunks.   KIND Healthy Grains Granola Bars are all natural granola bars made from ingredients you can see & pronounce. Each perfectly chewy-with-a-crunch bar is gluten free and packs more than a full serving of whole grains, which provides fiber and protein.       Chewy With a Crunch  Perfectly chewy-with-a-crunch. KIND worked tirelessly to reach a perfect granola bar texture, delivering a unique combination that is chewy AND crunchy so you never have to choose between the two.     Dark Chocolate Chunk 15-pack     "
"Nature's Path Gluten Free Granola Bar, Chuky Chocolate Peanut, 6.17 Ounce (Pack of 3)",19.39,($6.60 /  Item),5 x 6 x 6 inches ; 1.2 pounds,NaN
Nugo Nutrition Bar Gluten Free Dark Choco Crunch,21.48,NaN,NaN,"Our decadent NuGo Dark bars use real cacao dark chocolate to enrobe our bars. Features: Ingredients: Rice Protein Crisp (Rice Protein Concentrate And Rice Flour), Crisp Rice (Rice Flour), Semi Sweet Dark Chocolate (Sugar Unsweetened Chocolate, Cocoa Butter), Crystalline Fructose, Tapioca Syrup, Brown Rice Syrup, Cocoa Powder, Organic Agave Syrup, Chicory  "
Milky Way Candy Bars (Pack of 36),41.52,NaN,12 x 6 x 5 inches ; 5.5 pounds,"THE ORIGINAL MILKY WAY CHOCOLATE BAR. Each box contains 36 2.05-OZ BARS.
RICH CHOCOLATE - CREAMY CARAMEL - SMOOTH NOUGAT.  "
Greek Yogurt Coated Granola Bars,26.4,NaN,NaN,"Rickland Orchards Greek Yogurt Coated Granola Bars (16).  "
KITDXEUX9WSPKKEB56926 - Value Kit - Kellogg's Special K Pastry Crisps (KEB56926) and Dixie Pathways Mediumweight Paper Plates (DXEUX9WSPK),30.25,NaN,NaN,"lt;stronggt;KEB56926lt;/stronggt;lt;BR/gt;Kellogg's Special K Pastry Crispslt;BR/gt;Two light crisps, slightly sweet with real fruit filling on the inside. Lightly sweetened, drizzle on the top. 100 calories per serving. Food Type: Cereal Bar Flavor: Blueberry Capacity Weight:.88 oz.lt;BR/gt;lt;BR/gt;lt;stronggt;DXEUX9WSPKlt;/stronggt;lt;BR/gt;Kellogg's Special K Pastry Crispslt;BR/gt;Everyday plates with multilayer design for strength and rigidity and Soak-Proof Shield. Strong enough for a variety of foods. Dinnerware Type: Plate Materials: Paper.  "
Go Picnic Ready-To-Eat Meal Gluten Free Sunbutter & Crackers -- 3.5 oz,,NaN,NaN,"Enjoy Gopicnic Sunbutter & Crackers (6x3.6 Oz). A balanced meal featuring Sunbutter Creamy Sunflowerseed Spread, Crunchmaster Multi-Grain Sea Salt Crackers, Enjoy Life Seed & Fruit Trail Mix, Niagara Naturals Tropical Fruit Bites and an Enjoy Life Double Chocolate Cookie. All-Natural, Gluten Free, Vegan & Free of 7 Common Allergens including wheat, dairy, fish, shellfish, peanuts, tree nuts and egg. (Please note information is descriptional only. Please refer ingredients on product prior to use and please consult your health professional with any health or dietary matters before use.)  "
"Glutino Gluten Free Breakfast Bars, Strawberry, 7.05 Ounce",5.66,($0.80 /  oz),6.2 x 1.8 x 5.6 inches ; 7 ounces,"Strawberry just can’t keep a straight face. And why on earth should she when the merest whiff will cheer you up and one bite will melt your heart?  What’s not to love? Perfect for home consumption or as an offering at restaurants and cafes.  "
Fox's Chocolate Rocky 9 Bars - Pack of 6,38.46,NaN,NaN,"A serving contains the following of your guideline daily amount

Guideline Daily Amount Summary
Calories
106
,
5%of your GDA

Sugar
9g
,
10%of your GDA

Fat
5g
,
8%of your GDA

Saturates
3g
,
16%of your GDA

Salt
0.2g
,
3%of your GDA

Product properties
Rugged biscuit, CHUNKY chocolate.

Chunky milk chocolate covered crunchy biscuits.

Have you tried ROCKY Caramel?

Allergy Information
Allergy Other Text: Contains Cows Milk

Contains: Gluten, Oats, Wheat, Milk, Soya\Soybeans

Nut Statement: Factory: This product has been made in a factory that uses nut ingredients.  "
"Back to Nature Cranberry Pecan Granola, 12-ounce Pouche",2.24,NaN,NaN,"Kraft Back To Nature Granola Cranberry and Pecan 12 Ounce.  "
Quaker Chewy Variety Pack Granola Bars 6.7 oz (pack of 4),13.99,($3.50 /  Item),NaN,"Quaker Chewy Variety Pack Granola Bars 6.7 oz  "
Zone Chocolate Coconut Nutrition Bar ( 12x1.76 OZ),60.82,($6.27 / 10 Items),20.4 x 11.6 x 6.8 inches ; 1.7 pounds,"This listing is for 12, 1.76 OZ Unit(s) of the Zone Chocolate Coconut Nutrition Bar Save On Zone 12X 1.76 Oz Chocolate Coconut Nutrition Bar They?Re Called ""Classic"" For A Reason. Their Great Taste Has Stood The Test Of Time. And Because They?Re An Excellent Source Of Protein, They Still Remain Your Delicious Go-To Snack For On-The-Go Inspiration.: (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)  "
"Solaray Cranactin Cranberry AF Extract Vegetarian Capsules, 400 mg, 30 Count",5.78,($0.17 /  count),1.9 x 1.9 x 3.5 inches ; 1 ounces,"What makes the cranactin cranberry AF extract unique is that it is the fist commercial cranberry supplement to be tested for and guaranteed to contain cranberry's bacterial anti-adherence activity.  "
Kind Bar - Fruit and Nut Bar Fruit & Nut Delight - 1.4 oz.,1.59,($13.09 /  oz),5.2 x 1.7 x 0.5 inches ; 1.6 ounces,NaN
"South Beach Diet Good to Go Bars, Gluten-Free, Dark Chocolate 5 ea (Pack of 3)",14.98,($6.00 /  Item),NaN,"No Artificial Flavors or Sweeteners

9g Fiber | 5g Total Fat Per Serving | 6g Protein

    Made With Natural Whole Grains
    Certified Gluten-Free
    Phases 2 & 3  "
"CLIF Mojo Trail Mix Bar, Variety Pack - 1.6 oz. - 24 ct.",38.68,($24.18 /  oz),NaN,"8 - Mountain Mix 8 - Peanut Butter Pretzel 8 - Chocolate Almond Coconut Description: Nutritious, Meet Delicious How can something so good for us be so yummy? Simple: We start with the best ingredients possible and nutrition that matters most to women; combine with mouthwatering flavors, and voila! Specifications: 70% Organic ingredients 8-9g protein Low glycemic Certified kosher No high fructose corn syrup No artificial preservatives No trans-fats  "
Promax Energy Bar Cookies n' Cream Gluten-Free - 12 CT,21.69,($0.81 /  oz),7 x 6.5 x 2.5 inches ; 2.3 pounds,"We are Promax. We are a passion for happy, fit, well nourished individuals. We care about what goes into people's mouths & bodies. We are all natural ingredients. We are 18 vitamins and minerals. We are protein for the people. Everyday since 1996. Meal replacement. On-the-go snack. Workout aid. Promax. Life is go. The alarm clock is our starter's pistol. The new day, our stadium. We have no time-outs and we don't want any. We are athletes of the everyday. We are the first to take flight. We are the first to set sail. We go for the sake of going. We do for the sake of doing. We eat on the go, drink on the go, sleep on the go. Which is why Promax packs its energy bars with 20 g of replenishing protein, 18 vitamins & minerals, all natural ingredients and great tasting flavors. So we can keep movin' it & groovin' it in whatever way, shape or form we like to move & groove in. We run on opportunity. 24 hours buzzer to buzzer. Our pass routes get the deals done. Our volleys raise the kids. Our pressure putts knock the checks into the boxes. Since 1996 Promax is the fuel for doing.  "
Clif Kid Organic ZBar Chocolate Chip -- 6 Bars,10.3,NaN,NaN,"In raising our family, we always wish to find organic snacks to nourish our kids as they are on the move, competing in sports, studying or playing with friends. Their lives are as busy as ours, so although we prefer to make them food from scratch, it's not always possible. That's why we created CLIF Kid Organic ZBaR. Each satisfying organic bar is low-fat, made with whole oats and contains 12 essential vitamins and minerals kids need every day. What you won't find is all the junk. Organic ZBaR contains no hydrogenated oils, no high fructose corn syrup, no preservatives, no artificial flavors or colors. Organic ZBaR gives kids in motion a choice of snacks with the nutrition and energy they need and a taste they really like - so they can keep going, growing and exploring.  "
Glutino Breakfast Bar,70.19,NaN,NaN,"Save On Glutino 12X 7.05 Oz Apple Breakfast Bar Made With Apples, Raisins And Dates, These Tender Bars Can Be Savored On The Go. Trans Fat Free, Cholesterol Free, Dairy Free And A Good Source Of Fiber, How Can You Resist. These Bars Come In A Box That Contains 5 Bars And They Are Individually Wrapped.: Gluten Free (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)  "
NES47300 - PowerBar,26.95,($0.73 /  oz),10.8 x 6 x 2.3 inches ; 2.3 pounds,"Provides energy for the short run and nutrition for the long run.  "
Crispi Roll 12 Grain Biscuit 2 Packs,12.99,NaN,NaN,NaN
Pamela's Products Whenever Bars Oat Chocolate Chip Coconut [2 Pack],20.88,($10.44 /  Item),NaN,"These are ready when ever and where ever you go. These bars are delicious and nutritious and easy to follow on a gluten free diet. We at Glutensolutions bring you only the best tasting gluten free products!  "
Control Bars - Chocolate (5 Bar Pkg),2.4,($0.48 /  bar),NaN,"Control Bar Clinical Products Control Bar Chocolate Delight 1.41 oz  "
"Envirokidz: Organic Crispy Peanut Butter Rice Bar, 6 Oz",8.45,($1.28 /  each),6.2 x 2.4 x 5.8 inches ; 7.2 ounces,"Low Fat, Low Sodium, Nothing artificial, Gluten Free. USDA organic. Product of USA.  "
"Cliff Bar Builder Bar, Chocolate, 2.40-Ounce (Pack of 12)",17.85,($0.79 /  oz),9 x 9.5 x 8 inches,"Clif® Builder's® Chocolate The Entirely Natural Protein Bar®. 20g protein. 2.4oz/68g. High in protein. No tans fats. 23 Vitamins & minerals.  "
Quinoa Bars 20 / 1.9 oz Bar(S),20.8,($0.55 /  oz),9.5 x 6 x 3.4 inches ; 2.6 pounds,"Oskri Quinoa Bars feature delicious sesame seeds and quinoa in this tasty, gluten free bar. Each crunchy serving features just 230 calories, plus 6 grams of protein, 3 grams of fiber, and only 12 grams of total fat. Oskri is committed to offering the best products that are grown and prepared in a natural way. Vegetarian. Halal.  "
"Health Valley Cobbler Cereal Bars, Apple, 6 Count",4.67,NaN,Product Dimensions:,"No trans fat; good source of six B vitamins & selenium. 70% Organic. Health Valley Cobbler Cereal Bars are a delicious and nutritious treat for breakfast or any time throughout the day. Made with all natural organic grains, these bars are an excellent source of selenium and a good source of six essential B-Vitamins. And unlike many other bars, they contain no trans fat and no artificial colors, flavors or preservatives. But most important, you never have to sacrifice great taste for good nutrition. Health Valley Foods, assuring a healthy life for you and your family. Certified organic by Quality Assurance International (QAI). Made with no genetically engineered ingredients. Exchanges: 1 Starch, 1 Fruit.  "
"Clif Bar Builders Chocolate Chip Protein Bar, 2.4 Ounce -- 12 per case.",27.85,($41.93 / 100 g),24.1 x 9.2 x 8.1 inches,"Soy Protein Isolate, Beet Juice Concentrate, Organic Brown Rice Syrup, Organic Dried Cane Syrup, Palm Kernel Oil, Natural Flavors, Organic Rolled Oats, Alkalized Cocoa, Vegetable Glycerin, Organic Roasted Soybeans, Organic Unsweetened Chocolate, Inulin (Chicory Extract), Rice Starch, Soy Lecithin, Organic Rice Flour, Organic Oat Fiber, Sea Salt, Organic Sunflower Oil, Organic Soybean Oil, Vanilla Extract, Organic Alkalized Cocoa, Organic Vanilla Extract, Salt.
Ingredients Updated: 1/16/2012  "
"Nature's Path Love Crunch Carrot Cake, 11.5 oz",9.77,($0.06 /  oz),2.6 x 6.6 x 9 inches ; 12.8 ounces,NaN
Weetabix Oaty Bars Milk Chocolate Smasher (5x23g),6.19,NaN,NaN,"Great for lunchboxes. Less than half the sugar of the average kids cereal or fruit bar. High in fibre. Low in salt. Free from artificial colours & flavours. Suitable for vegetarians. Mixed cereal bar drizzled with a milk chocolate coating. Less than half the sugar of the average kids cereal or fruit bar* *Weetabix Oaty bar Milk Chocolate Smasher contains less than half the amount of sugar (15.5g per 100g) than the average children's cereal bar and fruit bar, (40.8g per 100g). Category average calculated February 2011 (UK only). Weetabix Oaty bars are high in fibre and should be eaten in moderation as part of healthy and balanced diet. The Healthier lunchbox treat 4 great flavours to choose from! Have you tried.. Toffee Dazzler, Strawberry Crusher and White Chocolate flavour Shooter? Look out for all 16 bar wrapper characters!  "
Bobo's Oat Bars - All Natural Bar Chocolate - 3 oz.,2.29,($0.05 /  oz),NaN,"Save On Bobo's Oat Bar 12X 3 Oz All Natural Chocolate Oat Bar Rolled Oats, Earth Balance Soy And Vegetable Oils (100% Expeller-Pressed), Brown Rice Syrup, Sucanat (Cane Juice). Contains Soy And May Contain Traces Of Peanuts.: (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)  "
"Zone Nutrition Bar, Choc Pnt Bt, 1.76-Ounce (Pack of 12)",20.5,($0.67 /  oz),20.5 x 11.5 x 6.5 inches,"Zone Perfect® Chocolate Peanut Butter Nutrition Bars. Abbott. 1 bar. 19 vitamins & minerals. 14g protein. Great taste. With other natural flavors.  "
"Zone Perfect Double Dark Chocolate Nutrition Bar, 1.58 Ounce - 5 per pack -- 6 packs per case.",37.75,($6.29 /  Item),NaN,"We took the dark, rich, irresistible chocolate flavor you love and doubled it to make this unbelievable energy bar. 45 Gram, Kosher  "
Sunbelt Bakery's Low Fat OATMEAL RAISIN Chewy Granola Bars 10 Count (12 Boxes),43.83,($3.16 /  Item),NaN,"INGREDIENTS:WHOLE GRAIN ROLLED OATS, WHOLE GRAIN ROLLED WHEAT, SUGAR, RAISINS, CORN SYRUP, RICE, ALMONDS, OAT FLOUR, MOLASSES, CANOLA OIL, CORN STARCH, CINNAMON, NONFAT DRY MILK, BARLEY MALT SYRUP, BAKING SODA, SALT, WHEY, GUAR GUM, NATURAL FLAVORS, POLYGLYCEROL ESTERS (EMULSIFIER), PALM OIL, GLYCERIN, MALTED BARLEY FLOUR, WHEAT FLOUR, DEXTROSE. VITAMINS/MINERALS: ALPHA TOCOPHEROL ACETATE (VITAMIN E), NIACINAMIDE, ZINC OXIDE, VITAMIN C (ASCORBIC ACID), FERRIC ORTHOPHOSPHATE (IRON NUTRIENT), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), VITAMIN A PALMITATE, THIAMIN MONONITRATE (VITAMIN B1), FOLIC ACID, VITAMIN D, VITAMIN B12.
ALLERGY INFORMATION: CONTAINS WHEAT, ALMONDS AND MILK. OTHER TREE NUTS MAY ALSO BE PRESENT IN THIS PRODUCT.  "
"Xyla Chocolate Raspberry Bars, 15-Count",14.99,($1.00 /  count),NaN,"Our sugar free dark chocolate tastes amazing and is actually good for you. We use 100% North American Birch Xylitol to sweeten all of our products.  "
Enjoy Life Foods Very Berry Snack Bar Gluten Free 5 Oz (Pack of 6),32.81,($5.47 /  Count),NaN,"Save On Enjoy Life Foods 5 Oz Very Berry Snack Bar Gluten Free Soft And Chewy Snack Bars Made With Dried Cranberries And Natural Raspberry Flavor. Very Berry Delicious!: Gluten Free Nut Free (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.) 853522000429  "
Mom's Gluten Free Honey Oat Granola,6.49,NaN,NaN,"This wholesome granola is perfect to eat as hot or cold cereal, with yogurt or straight out of the bag. The crunch clusters and delicate, lightly-sweet flavor will keep you coming back for more morning after morning!  "
Run Bar for Men- 12 Pack,34.95,($34.95 /  Pack),3.5 x 1.2 x 0.5 inches ; 1.8 ounces,"Chunky almond butter, loaded with goji 
berries, roasted seeds and cocoa 
sweetness, with cranberries on top. RUN for men is a performance bar, with proven efficacy levels for an extended energy boost, and joint support.  "
Cherry Vanilla Macadamia Bar 12 Pack (2.5 Oz Ea),32.99,($12.89 /  oz),NaN,"This bar raises the bar for both taste and texture. Premium organic dried cherries give way to the incomparable texture of chunks of macadamia nuts. Organic Madagascar vanilla, a hint of cardamom, and spicy sweet organic ginger add their contributions to make this a really satisfying taste treat.  "
"** Plus Nutrition Boost Bar, Peanut Butter/Dark Chocolate, 1.4 oz, 12/Box **",30.41,NaN,NaN,"** All natural and wholesome. Made from ingredients you can see and pronounce. Mix of fruit and nuts sweetened with honey. Food Type: Snack Bar; Flavor: Peanut Butter Dark Chocolate plus Protein; Capacity (Weight): 1.4 oz. **  "
"Quaker Chewy Strawberry Yogurt Granola Bar, 1.23 Ounce -- 96 per case.",63.15,($6.58 / 10 Items),NaN,"With toasted oats, real strawberries pieces and a delicious layer of yogurt flavored coating, this tasty snack wont last long in your cupboard--but you wont mind, knowing the whole familys getting whole-grains and the taste they love. Kosher View Nutrition Fact  "
"Kind Nuts & Spices Variety Pack, Madagascar Vanilla Almond Dark Chocolate Nuts & Sea Salt: 18 Bars",29.78,($2.72 /  Item),NaN,"Kind Nuts & Spices Variety Pack, Madagascar Vanilla Almond Dark Chocolate Nuts & Sea Salt: 18 Bars  "
Alpen 10Pk Fruit Nut And Chocolate Cereal Bars 290G,13.48,NaN,NaN,"Alpen 10Pk Fruit Nut And Chocolate Cereal Bars 290G  "
"Gorge Delights JustFruit Bars, Pear Strawberry 1.4-Ounce Bars (Pack of 6)",9.95,NaN,NaN,"Yummy gluten free snack bars packed with fruit  "
"Bakery On Main, Soft & Chewy, Gluten Free, Peanut Butter & Jelly Granola Bars, 5 Count, 6oz Box (Pack of 6)",31.43,NaN,NaN,"Bakery On Main, Soft & Chewy, Gluten Free, Peanut Butter & Jelly Granola Bars, 5 Count, 6oz Box (Pack of 6)  "
"Eclectic Institute - Wheat Grass Juice Powder, 36 g powder [Health and Beauty]",38.5,NaN,NaN,"Wheatgrass Juice POW-der, Organic  "
"Bobo's Oat Bar, All Natural Cinnamon Rasin, 3 oz. (Case of 12)",39.98,($2.58 /  Item),NaN,"Save On Bobo's Oat Bar 12X 3 Oz All Natural Cinnamon Raisin Oat Bar Rolled Oats, Earth Balance Soy And Vegetable Oils (100% Expeller-Pressed), Brown Rice Syrup, Sucanat (Cane Juice). Contains Soy And May Contain Traces Of Peanuts.: (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)  "
"Kellogg's Nutri Grain Fruit Crunch ,Strawberry Parfait 20-1.48 oz. pouches",15.99,NaN,NaN,"Introducing Kellogg's® Nutri·Grain Fruit CrunchTM Strawberry Parfait. With real fruit, it's the new crunchy way to start your day  "
"FruitChia 4-Flavor COMBO-PACK - All Natural / Real Fruit & Chia Seed Bar With Omega-3. Gluten-Free, Kosher & Vegan - 24 PACK",34.99,NaN,5 x 1.8 x 0.3 inches ; 1.4 ounces,"4 TOTAL INGREDIENTS PER BAR - 3 are all natural/real fruit and the 4th is chia seeds - That's it! Vegan ~ Kosher & Gluten-Free Taste GREAT! 2 full servings of fruit per bar Low-Glycemic with the natural sugar of 1 fresh apple NO added ingredients, nothing artificial & no preservatives, period!  "
Sam Mills Gluten Free Granola Bars (Blurberry),6.49,($1.30 /  Item),NaN,"Delicious, affordable, gluten free snack with dark chocolate. So healthy and tasty.  "
"Van's Chocolate Chip Snack Bars, 1.2 oz. Bars, 5 Count Box [3 Pack]",26.99,($9.00 /  Item),NaN,"New Van's snack bars are the perfect after-practice snack, in the car hold-over or afternoon treat. In three delicious flavors, these bars are made with real, nutrient rich ingredients and are naturally gluten free. Shop our Amazon store [Gluten Solutions] for more of your favorite gluten free items!  "
"Thunderbird Energetica - Cherry Walnut Crunch - Gluten Free Raw Energy Bar (Raw energy, Pure Ingredients, Epic Taste!) - Buy FIFTEEN Bars and SAVE, Each is 1.7 oz (Pack of 15)",34.99,($2.33 /  Item),NaN,"Bar Cherry Walnut Crunch 1.7 OZ (Pack Of 15)(Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)UPC: 858284002193 K  "
"2 Degrees Bar, Chocolate Peanut, 9 Count",21.47,($2.38 /  count),NaN,"Buy this bar, feed a hungry child. 2 Degrees will donate a meal to a hungry child for every bar you buy.  We provide meals via our partner groups in six different countries including the U.S. Feeding America supplies meals to 200 food banks in the U.S.  "
Kellogg's Frosted Mini Wheats - 18 oz (4 pack),32.85,($1.54 /  oz),12 x 8 x 2.5 inches ; 1.3 pounds,"Kellogg's Frosted Mini Wheats Big Bite Cereal 18-ounce 4)Biscuits with eight crunchy layers of whole-grain fiber with a sweet frosted coatingMade with 100% whole grain wheatHealthy breakfast or snack that the whole family will loveNo saturated fat or cholesterol  "
Quaker Chewy Yogurt Flavored Coating Blueberry Granola Bars 6.1 OZ (Pack of 24),112.43,($4.68 /  Item),NaN,NaN
2 Boxes Trader Joe's Crunchy Oats and Honey Granola Bars,18.0,($8.99 /  Item),NaN,"2 Boxes Trader Joe's Crunchy Oats and Honey Granola Bars  "
Chia Mulberry Endurance Bar 10 Pack (1.1 Oz Ea),35.0,($31.25 /  oz),NaN,"There is something spectacular about Chia seeds. Maybe its the immense protein they pack in such a small space? Have you fallen in love with Mulberries yet? Our daughter did and as parents we love their high antioxidant content. Revered in Chinese Medicine as a super healing berry, we know you'll bliss out after eating this...chewy sweet protein love-filled superfood bonded with raw honey.10 count, 1.1oz. each  "
Attune Foods Mint Chocolate Probiotic Bar -- 4x7x.7 Oz,50.42,($18.01 / 10 Items),NaN,"Attune Foods 4X7/.7 Oz Mint Chocolate Probiotic Bar Attune Is The Powerhouse Probiotic Bar Packed With 5 Times The Live Active Cultures Of Yogurt. It Has All The Digestive Health And Immune benefits Of Probiotics In One Tasty Little Package You Can Take On The Go. One Attune Bar Every Day Is The Delicious Snack Alternative.  "
"Van's Natural Foods - Cranberry Almond Gluten Free Snack Bars (Whole Grain, Fiber & Nutrient-Rich), Get SIX Boxes and SAVE, Each Box has 5 Bars, which are 1.2 Oz (Pack of 6)",33.99,($6.01 /  Item),NaN,"Snack Bar Cran Almond Gluten Free 5/1.2 OZ (Pack of 6)  "
