@info
{
    "table":{
        "name":"TableA_skd",
        "description":"",
        "idAttrib":{
            "name":"filename",
            "type":"TEXT"
        },
        "projectName":"el_325_skd",
        "attributes":[
            {
                "name":"filename",
                "type":"TEXT"
            },
            {
                "name":"book_name",
                "type":"TEXT"
            },
            {
                "name":"contributors",
                "type":"TEXT"
            },
            {
                "name":"Hardcover",
                "type":"TEXT"
            },
            {
                "name":"Paperback",
                "type":"TEXT"
            },
            {
                "name":"NOOK Book",
                "type":"TEXT"
            },
            {
                "name":"Audiobook",
                "type":"TEXT"
            },
            {
                "name":"ISBN-13",
                "type":"TEXT"
            },
            {
                "name":"Series",
                "type":"TEXT"
            },
            {
                "name":"Publisher",
                "type":"TEXT"
            },
            {
                "name":"Publication Date",
                "type":"TEXT"
            },
            {
                "name":"Sales rank",
                "type":"TEXT"
            },
            {
                "name":"Pages",
                "type":"TEXT"
            },
            {
                "name":"Product dimensions",
                "type":"TEXT"
            }
        ]
    }
}

@data
filename:TEXT,book_name:TEXT,contributors:TEXT,Hardcover:TEXT,Paperback:TEXT,NOOK Book:TEXT,Audiobook:TEXT,ISBN-13:TEXT,Series:TEXT,Publisher:TEXT,Publication Date:TEXT,Sales rank:TEXT,Pages:TEXT,Product dimensions:TEXT
6847.html,Freemium Economics: Leveraging Analytics and User Segmentation to Drive Revenue,Eric Benjamin Seufert,,$46.90,$39.49,,9780124166905,Savvy Manager's Guides Series,Elsevier Science,,"959,647",254,7.40(w) x 9.20(h) x 0.70(d)
6848.html,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",David A. Vise# Mark Malseed, ,$8.44,$13.99,,9780440335702,,Random House Publishing Group,,"961,052",336,
6849.html,Introduction to PLCs / Edition 2,Jay F. Hooper,,,,,9781594603310,,Carolina Academic Press,,"961,108",120,6.90(w) x 10.00(h) x 0.40(d)
6850.html,Das Minecraft-Insider-Buch,Stephen O'Brien,,,,,9783864916663,,dpunkt.verlag,,"961,153",288,
6851.html,CompTIA CDIA+ (CD0-001) Certification Handbook,Content used under license from Ricoh USA# Inc.,,,,,9781632955739,,CompTIA Learning,,"960,770",,
6852.html,"Digital Storytelling in the Classroom: New Media Pathways to Literacy, Learning, and Creativity / Edition 1",Jason B. Ohler,, ,,,9781412938501,,SAGE Publications,,"960,552",248,6.90(w) x 9.90(h) x 0.80(d)
6853.html,At Large: The Strange Case of the World's Biggest Internet Invasion,Charles C. Mann# David H. Freedman, ,$20.55,$15.99,,9780684835587,,Touchstone,,"1,440,039",320,0.71(w) x 5.50(h) x 8.50(d)
6854.html,The Best Damn Cybercrime and Digital Forensics Book Period,Jack Wiles# Anthony Reyes,,$52.68,,,9781597492287,,Elsevier Science,,"960,466",736,7.50(w) x 9.25(h) x 1.47(d)
6855.html,The Medium of the Video Game,Mark J.P. Wolf, ,$22.95,$21.49,,9780292791503,,University of Texas Press,,"960,473",223,6.00(w) x 8.90(h) x 0.60(d)
6856.html,Books in the Digital Age: The Transformation of Academic and Higher Education Publishing in Britain and the United States / Edition 1,John B. Thompson,$99.95,$24.93,$16.49,,9780745634777,,Wiley,,,480,7.00(w) x 10.10(h) x 1.50(d)
6857.html,"Como hacer, mercadear y vender ebooks - todo gratis",Jason Matthews,,,,,2940152165395,,Jason Matthews,,"960,963",,
6858.html,"Robot Building for Beginners, Third Edition",David Cook,,$33.90,$22.99,,9781484213605,,Apress,,"959,739",492,7.00(w) x 9.90(h) x 1.20(d)
6859.html,Free-Format RPG IV,Jim Martin,,$45.52,$34.49,,9781583473474,,Mc Press,,"1,416,295",240,6.90(w) x 8.90(h) x 0.50(d)
6860.html,Algorithmic Architecture,Kostas Terzidis,,$50.86,$46.99,,9780750667258,,Taylor & Francis,,"960,820",176,6.10(w) x 9.10(h) x 0.50(d)
6861.html,Easy EBay Profit System Making money with EBay has never been easier,Lou Diamond,,,,,2940013207431,,Lou Diamond,,"960,000",,
6862.html,Real World: Camera Raw with Adobe Photoshop CS4 (Real World Series),Bruce Fraser# Jeff Schewe,,$44.99,$20.99,,9780321580139,Real World,Peachpit Press,,"1,032,471",430,7.40(w) x 9.00(h) x 1.00(d)
6863.html,A Practical Guide to Behavioral Research: Tools and Techniques / Edition 5,Robert Sommer# Barbara Sommer, ,$84.76,,,9780195142099,,"Oxford University Press, USA",,"961,357",400,8.90(w) x 5.90(h) x 1.00(d)
6864.html,LDAP Metadirectory Provisioning Methodology: A Step by Step Method to Implementing LDAP Based Metadirectory Provisioning and Identity Management Systems,Marlin Pohlman,,,,,9780595656196,,"iUniverse, Incorporated",,"961,429",640,6.00(w) x 9.00(h) x 1.56(d)
6865.html,An Integrated Approach to Software Engineering / Edition 3,Pankaj Jalote,$68.24,$99.00,,,9781441935441,Texts in Computer Science Series,Springer US,,,566,7.17(w) x 9.29(h) x 1.19(d)
6866.html,Pattern Recognition & Machine Learning,Y. Anzai, ,,$57.49,,9780120588305,,Elsevier Science,,,407,1.06(w) x 6.00(h) x 9.00(d)
6867.html,Power Analysis Attacks: Revealing the Secrets of Smart Cards / Edition 1,Stefan Mangard# Elisabeth Oswald# Thomas Popp,,,,,9780387308579,,Springer US,,"961,579",338,0.81(w) x 6.14(h) x 9.21(d)
6868.html,Microsoft Office 365 Security Essentials,Mike Halsey,,,,,2940013521957,Need2Know,Fair Trade DX,,"961,304",,
6869.html,Learn to Program with Visual Basic 2010 Express Edition: A Classroom in a Book,John Smiley MCP MCSD MCT Sun Certified Programmer,,,,,9781257146635,,Lulu.com,,"961,815",,
6870.html,"Saas 100 Success Secrets - How Companies Successfully Buy, Manage, Host And Deliver Software As A Service (Saas)",Gerard Blokdijk,,,,,9780980471649,,Emereo Pty Ltd,,"961,770",176,6.00(w) x 9.00(h) x 0.41(d)
6871.html,Building Interactive Systems: Principles for Human-Computer Interaction,Dan Olsen,$164.48,,,,9781423902485,Advanced Topics Series,Cengage Learning,,"962,364",645,7.60(w) x 9.20(h) x 1.20(d)
6872.html,Home Computer Security On the Cheap,Lance Jeffery,,,,,9781304064639,,Lulu.com,,"962,303",44,
6873.html,Mastering Swift,Jon Hoffman,,$49.99,$39.99,,9781784392154,,Packt Publishing,,"962,381",358,7.50(w) x 9.25(h) x 0.74(d)
6874.html,UTM Security with Fortinet: Mastering FortiOS,Kenneth Tam,,$39.08,$31.99,,9781597497473,,Elsevier Science,,"962,380",452,7.54(w) x 9.06(h) x 0.76(d)
6875.html,Neuronal Dynamics: From Single Neurons to Networks and Models of Cognition,Wulfram Gerstner# Werner M. Kistler# Richard Naud# Liam Paninski,$99.00,$43.92,$27.99,,9781107635197,,Cambridge University Press,,,568,6.80(w) x 9.60(h) x 1.10(d)
6876.html,Absolute Beginner's Guide to Launching an eBay Business,Michael Miller,,$23.72,$12.49,,9780789730589,Absolute Beginner's Guide Series,Que,,,339,7.34(w) x 9.08(h) x 0.87(d)
6877.html,Advanced Mac OS X Programming: The Big Nerd Ranch Guide,Mark Dalrymple# Aaron Hillegass,,$39.98,$27.99,,9780321706256,Big Nerd Ranch Guides Series,Big Nerd Ranch Guides,,"962,939",552,7.00(w) x 9.90(h) x 1.70(d)
6878.html,Windows 8 & Office 2010 For Dummies eBook Set,Andy Rathbone,,,,,9781118605226,,"Wiley, John & Sons, Incorporated",,"962,886",,
6879.html,Understanding Augmented Reality: Concepts and Applications,Alan B. Craig,,$46.19,$41.96,,9780240824086,,Elsevier Science,,"962,151",296,7.40(w) x 9.20(h) x 0.60(d)
6880.html,Configuring SonicWALL Firewalls,Chris Lathem# Benjamin W. Fortenberry# Daniel H. Bendell# Joshua Reed,,,,,9781597492508,,Elsevier Science,,"962,509",600,6.46(w) x 9.36(h) x 1.38(d)
6881.html,Mortal Kombat X Game Guide - The Ultimate Edition!,DigiDiz Guides,,,,,9782765916000,,DigiDiz Guides,,"962,515",,
6882.html,Aftershot Pro: Non-Destructive Photo Editing and Management,Joachim Ziebs,,$24.99,$14.99,,9781849694667,,Packt Publishing,,,116,7.50(w) x 9.25(h) x 0.24(d)
6883.html,Spring Security 3.1,Robert Winch,,$49.99,$20.99,,9781849518260,,Packt Publishing,,"963,257",456,7.50(w) x 9.25(h) x 0.92(d)
6884.html,Sparse Distributed Memory,Pentti Kanerva, ,$20.00,,,9780262514699,Bradford Bks.,MIT Press,,"963,801",180,
6885.html,"Three Weeks to eBay Profits, Third Edition: Go From Beginner to Successful Seller in Less than a Month",Skip McGrath,,,,,9781454906230,,Sterling,,"963,598",304,
6886.html,The Geometry of Multiple Images: The Laws That Govern the Formation of Multiple Images of a Scene and Some of Their Applications,Olivier Faugeras# Quang-Tuan Luong# Theo Papadopoulo, ,$42.61,,,9780262562041,,MIT Press,,"963,465",668,
6887.html,Digital Painting Fundamentals with Corel Painter X / Edition 1,Rhoda Grossman,,$18.84,,,9781598634044,,Cengage Learning,,"963,408",256,7.20(w) x 9.10(h) x 0.70(d)
6888.html,IP Telephony Using CallManager Express-Lab Portfolio / Edition 1,Cheryl A. Schmidt# Ernie Friend,,$46.66,$38.99,,9781587131769,,Cisco Press,,,320,8.40(w) x 10.90(h) x 0.70(d)
6889.html,WebSocket: Lightweight Client-Server Communications,Andrew Lombardi,,$18.74,$12.49,,9781449369279,,"O'Reilly Media, Incorporated",,,144,6.90(w) x 9.00(h) x 0.50(d)
6890.html,Affiliate Marketing Guru,Lou Diamond,,,,,2940012413055,,Lou Diamond,,"963,442",,
6891.html,Learn SQL Database Programming In a Weekend,Chris Sheridan,,,,,9781326388706,,Lulu.com,,"963,775",,
6892.html,Categories for Software Engineering / Edition 1,Jose Luiz Fiadeiro,$109.00,$109.00,,,9783642058882,,Springer Berlin Heidelberg,,"964,123",250,0.56(w) x 6.14(h) x 9.21(d)
6893.html,Mastering Selenium WebDriver,Mark Collin,,$44.99,$35.99,,9781784397708,,Packt Publishing,,"964,088",,
6894.html,Pro ASP.NET Web API Security: Securing ASP.NET Web API,Badrinarayanan Lakshmiraghavan,,$39.47,$29.99,,9781430257820,,Apress,,,416,7.50(w) x 9.25(h) x 0.85(d)
6895.html,Painter 11 for Photographers: Creating painterly images step by step,Martin Addison,,$31.43,$38.99,,9780240521237,,Taylor & Francis,,"964,258",356,7.40(w) x 9.60(h) x 1.00(d)
6896.html,Creative Lighting: Digital Photography Tips and Techniques,Harold Davis,,$23.78,$15.99,,9780470878231,,Wiley,,"1,332,144",256,7.30(w) x 9.10(h) x 0.70(d)
6897.html,Windows Forensics and Incident Recovery,Harlan Carvey,,$33.14,,,9780321200983,Addison-Wesley Microsoft Technology Series,Addison-Wesley,,"964,379",480,6.90(w) x 9.20(h) x 1.00(d)
6898.html,"The Mathematical Theory of Nonblocking Switching Networks (Series on Applied Mathematics, Vol. 15) / Edition 2",Frank K. Hwang,,,,,9789812560421,Series on Applied Mathematics,"World Scientific Publishing Company, Incorporated",,"964,557",187,6.20(w) x 9.10(h) x 0.80(d)
6899.html,Ruby Essentials,Neil Smyth,,,,,9780557638093,,Payload Media,,"964,565",,
6900.html,Secrets of Silicon Valley: What Everyone Else Can Learn from the Innovation Capital of the World,Deborah Perry Piscione,$22.95,$13.19,$9.99,,9781137279170,,St. Martin's Press,,"1,306,572",256,5.70(w) x 8.80(h) x 0.70(d)
6901.html,eBay: A Simple Introduction,K. H. Erickson,,$11.99,$6.99,,9781499289145,,CreateSpace Publishing,,,112,5.25(w) x 8.00(h) x 0.23(d)
6902.html,Linked In For Business,Jim Browning,,,,,2940148959236,,Jim Browning,,"964,888",,
6903.html,Use Opera: The Internet Browser,Mr Thomas Ecclestone,,$15.99,$8.99,,9781503383722,,CreateSpace Publishing,,"964,748",136,6.00(w) x 9.00(h) x 0.29(d)
6904.html,Cyberbullying,Rogers# Vanessa,,$13.58,$10.49,,9781849051057,,"Kingsley, Jessica Publishers",,"965,168",128,5.70(w) x 8.20(h) x 0.30(d)
6905.html,Christmas Decorating,Anonymous,,,$0.99,,2940012041012,,New Century Books,,"965,208",,
6906.html,Jira 4 Essentials,Patrick Li,,$59.99,$25.19,,9781849681728,,Packt Publishing,,,352,7.50(w) x 9.25(h) x 0.73(d)
6907.html,Ant,Steve Holzner# Holzner Steve,,$32.20,$19.99,,9780596006099,,"O'Reilly Media, Incorporated",,"965,272",336,9.20(w) x 7.50(h) x 0.70(d)
6908.html,IIS Fast Start: A Quick Start Guide for IIS,Smart Brain Training Solutions,,$9.99,$5.49,,9781500388805,,CreateSpace Publishing,,,66,6.00(w) x 9.00(h) x 0.14(d)
6909.html,"Robot Builder's SourceBook: Over 2,500 Sources for Robot Parts",Gordon McComb# McComb,,$31.54,,,9780071406857,,McGraw-Hill Professional Publishing,,"965,439",711,8.30(w) x 10.90(h) x 1.48(d)
6910.html,Cracking Programming Interviews: 500 Questions with Solutions,Sergei Nakariakov,,$30.00,$19.99,,9781495459801,,CreateSpace Publishing,,"964,977",524,6.00(w) x 9.00(h) x 1.05(d)
6911.html,"COMPUTER GURU SECURITY GUIDE: How to Protect Your Computer, Your Mobile Devices & Your Information On & Off the Internet",Don Silver# Susan Silver,,,,,2940012077943,,Adams-Hall Publishing,,"965,478",,
6912.html,VCP5-DT Official Cert Guide (with DVD): VMware Certified Professional 5 - Desktop,Linus Bourque,$43.89,,$35.19,,9780789750273,VMware Press Certification Series,VMware Press,,,320,7.40(w) x 9.30(h) x 0.90(d)
6913.html,Augmented Reality: An Emerging Technologies Guide to AR,Greg Kipper# Joseph Rampolla,,$32.89,$28.99,,9781597497336,,Elsevier Science,,"966,080",208,7.30(w) x 9.10(h) x 0.70(d)
6914.html,"Java: A Beginner's Guide, 4th Ed.",Herbert Schildt,, ,$29.99,,9780071661744,,McGraw-Hill Education,,"966,233",696,
6915.html,Pci Dss A Practical Guide To Implementing And Maintaining Compliance,Steve Wright,,$49.95,$41.49,,9781849281867,,IT Governance,,"966,217",266,5.50(w) x 8.50(h) x 0.56(d)
6916.html,MCTS Self-Paced Training Kit (Exam 70-433): Microsoft SQL Server 2008 Database Development,Tobias Thernstrom# Ann Weber# Mike Hotek,,,,,9780735626393,,Microsoft Press,,"965,936",496,7.50(w) x 9.10(h) x 1.50(d)
6917.html,Salesforce Handbook: A Newcomer's Guide to Building Applications on Salesforce.com and the Force.com Platform,Wes Nolte# Jeff Douglas,,,,,9781447535270,,Lulu.com,,"965,756",,
6918.html,Scrapbooking Digitally: The Ultimate Guide to Saving Your Memories Digitally [With DVD],Kerry Arquette# Darlene D'Agostino# Susha Roberts# Andrea Zocchi,,,,,9781561589722,,"Taunton Press, Incorporated",,"966,982",208,8.10(w) x 10.02(h) x 0.54(d)
6919.html,What All Network Administrators Know,Douglas Chick,,$10.79,$1.99,,2940012844415,,TheNetworkAdministrator.com,,"966,986",,
6920.html,The iPad Pocket Guide,Jeff Carlson,,$14.99,$6.99,,9780321717580,Pearson Pocket Guide Series,Peachpit Press,,"1,349,742",223,5.00(w) x 6.90(h) x 0.50(d)
6921.html,Stay-at-Home Mom's Guide to Successful Ebay ® Selling,Suzanne Wells,,,,,9780595438747,,"iUniverse, Incorporated",,"966,810",56,5.98(w) x 9.02(h) x 0.13(d)
6922.html,Cloud Security and Governance : Who's on Your Cloud?,Sumner Blount# Rob Zanella,,$14.95,$12.99,,9781849280907,,IT Governance,,,56,4.37(w) x 7.00(h) x 0.12(d)
6923.html,The Art of Printing Photos on Your Epson Printer,Michael Freeman# John Beardsworth,,$23.64,,,9780240811697,,Taylor & Francis,,"966,380",192,9.30(w) x 10.00(h) x 0.70(d)
6924.html,Facebook marketing,Fergus Kavanagh,,,,,2940151457767,,law payne,,"966,390",,
6925.html,Basicsynth: Creating a Music Synthesizer in Software,Daniel R. Mitchell,,,,,9781257165407,,Lulu.com,,"966,500",,
6926.html,Penetration Testing with BackBox,Stefan Umit Uygur,,$29.99,$12.59,,9781783282975,,Packt Publishing,,"1,444,271",130,7.50(w) x 9.25(h) x 0.28(d)
6927.html,"Database Systems: An Application-Oriented Approach, Introductory Version / Edition 2",Michael Kifer# Arthur Bernstein# Philip M. Lewis,$132.91,,,,9780321228383,,Pearson,,"967,360",688,7.40(w) x 9.20(h) x 1.20(d)
6928.html,"Electronic Health Record: Standards, Coding Systems, Frameworks, and Infrastructures",Pradeep K. Sinha# Gaur Sunder# Prashant Bendale# Manisha Mantri,$86.08,,$55.49,,9781118281345,,Wiley,,,376,6.30(w) x 9.90(h) x 1.00(d)
6929.html,Using Microsoft Office for Mac 2011,Yvonne Johnson,,,,,9780132174794,Using,Pearson Education,,"967,104",360,
6930.html,OCP Oracle Database 12c Advanced Administration Exam Guide (Exam 1Z0-063),Bob Bryla,,,$34.99,,9780071830058,Oracle Press,McGraw-Hill Education,,,752,
6931.html,Programming Languages And Operational Semantics,M Fernandez,,,,,9780954300630,,College Publications,,"967,646",156,6.00(w) x 9.00(h) x 0.36(d)
6932.html,The Craft of System Security / Edition 1,Sean Smith# John Marchesini,,$55.64,$48.49,,9780321434838,,Addison-Wesley,,"967,784",557,7.00(w) x 9.00(h) x 1.40(d)
6933.html,The New CIO Leader: Setting the Agenda and Delivering Results,Marianne Broadbent# Ellen Kitzis,$36.09,,$24.49,,9781591395775,,Harvard Business Review Press,,"1,370,213",340,6.34(w) x 9.32(h) x 0.96(d)
6934.html,Doing The Best In Affiliate Marketing,Chris Kelly,,,,,2940150160170,,law payne,,"967,948",,
6935.html,"SimCity BuildIt: Download, Tips, Hacks, Cheats, Guide",Joshua J Abbott,,,,,9782765915607,,HIDDENSTUFF ENTERTAINMENT,,"967,760",,
6936.html,Doing Sketch Up Ruby,Trygve Lerwick,,,,,2940151378178,,Trygve Lerwick,,"967,616",,
6937.html,"Security, ID Systems and Locks: The Book on Electronic Access Control / Edition 1",Joel Konicek# Karen Little,,,,,9780750699327,,Elsevier Science,,"968,042",260,0.58(w) x 8.25(h) x 11.00(d)
6938.html,Integrating Macs into Windows Networks / Edition 1,Guy Hart-Davis,,$55.00,$31.99,,9780071713023,,McGraw-Hill Professional Publishing,,,432,7.30(w) x 8.90(h) x 1.00(d)
6939.html,Comptia Security+ Primer,John Greene,,,,,2940046175486,,John Greene,,"968,022",,
6940.html,Hungry Shark Evolution Game Guide,Joshua J Abbott,,$9.99,$4.99,,9782765916987,,HSE,,"968,730",,
6941.html,Secrets of Unlimited Downloads Revealed: A Spacial Insider Report,99 ¢ eStore# save to buy more,,,,,2940016742496,,"99 ¢ eStore, save to buy more",,"968,669",,
6942.html,Ebay 101,Kathy Anthony,,,,,2940013274846,,NOOKbooks,,"968,677",,
6943.html,No One Cares What You Had for Lunch: 100 Ideas for Your Blog,Margaret Mason,,$16.96,$9.49,,9780321449726,,Peachpit Press,,,128,5.90(w) x 8.90(h) x 0.30(d)
6944.html,Search Patterns: Design for Discovery,Peter Morville# Jeffery Callender,,$24.43,$18.49,,9780596802271,,"O'Reilly Media, Incorporated",,"968,286",180,6.90(w) x 9.10(h) x 0.40(d)
6945.html,Oracle Identity And Access Manager 11g For Administrators,Atul Kumar,,$59.99,$25.19,,9781849682688,,Packt Publishing,,"968,431",336,7.50(w) x 9.25(h) x 0.70(d)
6946.html,Membership Millionaire Marketing Tips Vol. 1,Alan Smith,,,,,2940015735741,,Alan Smith,,"969,565",16,
6947.html,Cisco QOS Exam Certification Guide,Wendell Odom# Michael J. Cavanaugh,$61.59,,$34.99,,9781587201240,Exam Certification Guide,Cisco Press,,"969,290",768,7.56(w) x 9.42(h) x 1.88(d)
6948.html,Manga Clip Art: Everything You Need to Create Your Own Professional-Looking Manga Artwork,Hayden Scott-Baron,,,,,9780740757365,,Andrews McMeel Publishing,,"969,251",128,8.50(w) x 9.60(h) x 0.60(d)
6949.html,Subject to Change: Creating Great Products and Services for an Uncertain World,Peter Merholz# Todd Wilkens# Brandon Schauer# David Verba,$19.35,$14.70,$11.49,,9780596516833,Adaptive Path Series,"O'Reilly Media, Incorporated",,,192,5.84(w) x 8.64(h) x 0.77(d)
6950.html,PHP Advanced and Object-Oriented Programming: Visual QuickPro Guide,Larry Ullman,,$38.94,$25.49,,9780321832184,,Peachpit Press,,"1,317,794",504,6.90(w) x 8.90(h) x 1.10(d)
6951.html,Learn Python in One Hour: Programming by Example,Victor R. Volkman,,$7.95,$3.99,,2940149587568,,Modern Software Press,,"969,412",38,
6952.html,How To Build Effective Sales Funnels - Increase Your Sales Revenue Today,Dawn Publishing,,,,,2940014138185,,Dawn Publishing,,"969,387",23,
6953.html,Pervasive Information Architecture: Designing Cross-Channel User Experiences,Andrea Resmini# Luca Rosati,,$25.17,$22.99,,9780123820945,,Elsevier Science,,"968,949",272,7.40(w) x 9.20(h) x 0.70(d)
6954.html,Programación Java - Una Guía para Principiantes para Aprender Java Paso a Paso,Troy Dimes,,,,,2940152229172,,Babelcube Inc.,,"969,016",,
6955.html,Facebook for Business - Increase Your Profits With Expert Facebook Marketing,Joye Bridal,,,,,2940013683204,,Joye Bridal,,"967,802",57,
6956.html,Certificate in Information Security Management Principles Secrets to Acing the Exam and Successful Finding and Landing Your Next Certificate in Inform,Brandon Christopher,,$32.43,$16.49,,9781486159956,,Emereo Pty Ltd,,,108,6.00(w) x 9.00(h) x 0.26(d)
6957.html,Learning JavaScript Data Structures and Algorithms,Loiane Groner,,$44.99,$18.89,,9781783554881,,Packt Publishing,,"968,958",,
6958.html,David Busch's Nikon D60 Guide to Digital SLR Photography / Edition 1,David D. Busch,,$28.49,,,9781598635775,David Busch's Digital Photography Guides Series,Cengage Learning,,"968,983",321,7.20(w) x 9.00(h) x 1.00(d)
6959.html,Adobe Photoshop CS5 for Photographers: A Professional Image Editor's Guide to the Creative use of Photoshop for the Macintosh and PC,Martin Evening,,$31.65,$44.49,,9780240522005,,Taylor & Francis,,"969,734",768,7.50(w) x 9.60(h) x 2.20(d)
6960.html,Create Images of Old Documents and Photos: No Scanner Needed,Dick Eastman,,,,,9781257554935,,Lulu.com,,"970,021",,
6961.html,"DB2 10.1/10.5 for Linux, UNIX, and Windows Database Administration: Certification Study Guide",Mohankumar Saraswatipura# Robert Collins,,$130.87,$77.49,,9781583473757,,Mc Press,,"970,105",1248,
6962.html,Kali Linux Social Engineering,Rahul Singh Patel,,,,,9781783283286,,Packt Publishing,,"970,303",,
6963.html,Blogging in the Classroom,Tracie Heskett,,,,,9781420621679,,"Teacher Created Resources, Incorporated",,"970,315",96,
6964.html,Photoshop Elements 8 for Mac: The Missing Manual,Barbara Brundage,,$44.99,$20.99,,9780596804961,Missing Manual Series,"O'Reilly Media, Incorporated",,,592,7.00(w) x 9.10(h) x 1.60(d)
6965.html,Perl Template Toolkit,Darren Chamberlain# Dave Cross# Andy Wardley,,$32.45,$17.99,,9780596004767,,"O'Reilly Media, Incorporated",,"970,160",592,7.02(w) x 8.95(h) x 1.27(d)
6966.html,NX 9 for Beginners - Part 1 (Getting Started with NX and Sketch Techniques),CADfolks,,,,,2940046253160,,Unitech Books,,"972,138",,
6967.html,Beginning Android C++ Game Development,Bruce Sutherland,,$41.43,$28.99,,9781430258308,,Apress,,"972,220",316,7.50(w) x 9.20(h) x 0.80(d)
6968.html,Computer Science Principles V10,Clive W. Humphris,,$52.34,$1.99,,9781493578962,,CreateSpace Independent Publishing Platform,,,280,8.50(w) x 11.00(h) x 0.73(d)
6969.html,Knowing the Rules and Reading the Mind,Joel Ames,,,,,2940149948499,,law payne,,"972,514",,
6970.html,Object-Oriented Programming in Java: A Graphical Approach / Edition 1,Kathryn E. Sanders# Andy van Dam,,$87.10,,,9780321245748,,Pearson,,"972,546",640,7.40(w) x 9.00(h) x 0.90(d)
6971.html,FreeBSD Mastery: Storage Essentials,Michael W. Lucas,,$21.80,$9.99,,2940150159471,IT Mastery,Tilted Windmill Press,,"972,605",240,
6972.html,Instant Prezi for Education How-to,Domi Sinclair,,,,,9781782163558,,Packt Publishing,,"972,707",,
6973.html,Pulse: The Coming Age of Systems and Machines Inspired by Living Things,Robert Frenay, ,,$7.99,,9781429934909,,"Farrar, Straus and Giroux",,"972,987",576,
6974.html,Practical Visual C++ 6,Jonathan Bates# Timothy J. Tompkins,,$49.99,$22.99,,9780789721426,Practical Series,Que,,,848,7.30(w) x 9.00(h) x 1.80(d)
6975.html,Website Flipping Ninjas,Lucifer Heart,,,,,9781304734488,,Lulu.com,,"972,967",,
6976.html,JDBC Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,,,,,2940012337467,Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,,"973,090",132,
6977.html,"99 Cent Best Seller Thinking About Free Or Cheap Web Host ( online marketing, computer, hardware, play station, CPU, blog, web, net, online game, broadband, wifi, internet, cheat code, game, e mail, download, up load, keyword, software, bug, antivirus )",Resounding Wind Publishing,,,,,2940150505865,,Resounding Wind Publishing,,"973,182",,
6978.html,"Grandma Talks Tech: Baby Boomers Take to iPads, Too!: The Senior's Guide to Getting the Most Out of Your iPad","Sheila ""Grandma"" Griffith",,$12.99,$7.49,,9781480009394,,CreateSpace Publishing,,,324,6.00(w) x 9.00(h) x 0.73(d)
6979.html,Essential Electronic Design Automation (EDA),Mark D. Birnbaum,,,,,9780131828292,Prentice Hall Modern Semiconductor Design Series,Prentice Hall,,"971,892",256,7.00(w) x 9.00(h) x 0.70(d)
6980.html,Mastering Kali Linux for Advanced Penetration Testing,Robert W. Beggs,,,,,9781782163138,,Packt Publishing,,"973,464",,
6981.html,"iPad 2 for Lawyers: The Essential Guide to How Lawyers Are Using iPad’s in the Workplace, What Apps (Paid and Free) You Need, and How to Use the iPad 2",Minute Help Guides,,,,,2940013851795,,Minute Help Press,,"973,348",,
6982.html,IT Asset Management: A Pocket Survival Guide,Martyn Hobbs,,$14.95,$12.02,,9781849282925,,IT Governance,,"973,392",54,4.37(w) x 7.00(h) x 0.11(d)
6983.html,"Smart Business, Social Business: A Playbook for Social Media in Your Organization",Michael Brito,$17.55,,$11.49,,9780789747990,,Que,,"973,845",272,6.20(w) x 9.10(h) x 1.00(d)
6984.html,Building High Integrity Applications with SPARK,John W. McCormick# Peter C. Chapin,$113.11,$49.98,$33.49,,9781107656840,,Cambridge University Press,,"973,855",382,6.02(w) x 9.08(h) x 0.82(d)
6985.html,BrandDigital: Simple Ways Top Brands Succeed in the Digital World,Allen P. Adamson,,$14.04,$7.99,,9780230617629,,St. Martin's Press,,,304,6.10(w) x 9.10(h) x 0.90(d)
6986.html,Maintainable JavaScript,Nicholas C. Zakas,,$26.61,$18.99,,9781449327682,,"O'Reilly Media, Incorporated",,"1,318,915",242,6.90(w) x 9.10(h) x 0.70(d)
6987.html,Journalism and Citizenship: New Agendas in Communication / Edition 1,Zizi Papacharissi,$99.67,$39.95,$32.49,,9780415804981,New Agendas in Communication Series,Taylor & Francis,,"974,616",232,6.00(w) x 8.90(h) x 0.40(d)
6988.html,Read Me First! A Style Guide for the Computer Industry / Edition 3,Sun Technical Publications,,$33.86,$34.49,,9780137058266,,Prentice Hall,,"974,617",462,7.40(w) x 8.90(h) x 1.20(d)
6989.html,Multichannel Marketing,Akin Arikan,,$29.99,$16.49,,9780470239599,,Wiley,,,312,7.30(w) x 9.10(h) x 0.80(d)
6990.html,Introduction to Financial Models for Management and Planning,James R. Morris# John P. Daley,,,,,9781420090543,,Taylor & Francis,,"974,030",756,6.30(w) x 9.40(h) x 1.60(d)
6991.html,Metaprogramming Ruby: Program Like the Ruby Pros,Paolo Perrotta,,,,,9781934356470,,"Pragmatic Programmers, LLC, The",,"975,358",296,7.40(w) x 8.90(h) x 1.00(d)
6992.html,Illustrated C# 2010,Daniel Solis,,$33.10,$29.99,,9781430232827,,Apress,,"974,816",744,7.50(w) x 9.20(h) x 1.60(d)
6993.html,Basic Keyboarding for the Medical Office Assistant / Edition 3,Edna Jean Moss,, ,,,9781401811891,,Cengage Learning,,"974,934",420,9.30(w) x 10.70(h) x 1.00(d)
